load_id,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status
LD-000069,CUST-006,ROUTE-07,2024-07-23,fertilizer,30361,429.69,49.24,delivered
LD-000070,CUST-005,ROUTE-10,2024-07-23,drywall,30887,215.2,12.84,delivered
LD-000071,CUST-003,ROUTE-06,2024-07-23,roofing supplies,35742,576.09,52.31,delivered
LD-000072,CUST-005,ROUTE-10,2024-07-23,drywall,32946,215.28,18.28,delivered
LD-000073,CUST-001,ROUTE-10,2024-07-24,hardware,29344,215.56,23.4,delivered
LD-000074,CUST-006,ROUTE-08,2024-07-24,grain,33201,411.39,55.04,delivered
LD-000075,CUST-006,ROUTE-07,2024-07-24,fertilizer,30670,440.05,29.42,delivered
LD-000076,CUST-006,ROUTE-08,2024-07-24,fertilizer,28597,411.32,30.7,delivered
LD-000077,CUST-005,ROUTE-09,2024-07-24,hardware,33054,211.21,23.72,delivered
LD-000078,CUST-003,ROUTE-06,2024-07-24,roofing supplies,40053,620.83,68.66,delivered
LD-000079,CUST-004,ROUTE-02,2024-07-24,bagged seed,44905,544.11,55.89,delivered
LD-000080,CUST-002,ROUTE-04,2024-07-24,bagged seed,40285,395.84,35.27,delivered
LD-000081,CUST-001,ROUTE-01,2024-07-25,drywall,35066,557.32,70.14,delivered
LD-000082,CUST-005,ROUTE-09,2024-07-25,roofing supplies,32704,214.86,11.27,delivered
LD-000083,CUST-004,ROUTE-02,2024-07-26,fertilizer,28532,511.16,44.15,delivered
LD-000084,CUST-002,ROUTE-03,2024-07-26,grain,29211,415.76,26.2,delivered
LD-000085,CUST-006,ROUTE-08,2024-07-27,fertilizer,32078,434.74,39.17,delivered
LD-000086,CUST-002,ROUTE-04,2024-07-27,fertilizer,31361,388.25,46.56,delivered
LD-000087,CUST-001,ROUTE-01,2024-07-27,hardware,39904,535.29,80.99,delivered
LD-000088,CUST-002,ROUTE-04,2024-07-27,fertilizer,40190,407.37,27.29,delivered
LD-000089,CUST-006,ROUTE-08,2024-07-27,bagged feed,37357,429.09,57.7,delivered
LD-000090,CUST-003,ROUTE-05,2024-07-27,roofing supplies,39845,620.86,45.31,delivered
LD-000091,CUST-006,ROUTE-08,2024-07-29,grain,41416,436.03,27.18,delivered
LD-000092,CUST-001,ROUTE-01,2024-07-29,roofing supplies,37965,511.44,57.92,delivered
LD-000093,CUST-006,ROUTE-08,2024-07-29,bagged seed,44468,426.25,44.28,delivered
LD-000094,CUST-002,ROUTE-04,2024-07-29,bagged seed,44319,430.76,42.75,delivered
LD-000095,CUST-005,ROUTE-09,2024-07-30,drywall,38463,227.38,24.16,delivered
LD-000096,CUST-004,ROUTE-01,2024-07-30,bagged feed,38729,564.09,79.44,delivered
LD-000097,CUST-003,ROUTE-05,2024-07-30,lumber,37219,619.76,84.88,delivered
LD-000098,CUST-003,ROUTE-05,2024-07-31,hardware,44523,616.22,67.59,delivered
LD-000099,CUST-005,ROUTE-10,2024-07-31,lumber,29484,204.14,21.95,delivered
LD-000100,CUST-006,ROUTE-08,2024-07-31,grain,28545,411.63,46.99,delivered
LD-000101,CUST-002,ROUTE-04,2024-07-31,bagged feed,35936,385.7,56.04,delivered
LD-000102,CUST-005,ROUTE-10,2024-08-01,hardware,40347,211.78,13.85,delivered
LD-000103,CUST-003,ROUTE-05,2024-08-01,drywall,37470,636.44,74.89,delivered
LD-000104,CUST-003,ROUTE-05,2024-08-01,drywall,42495,632.55,77.86,delivered
LD-000105,CUST-005,ROUTE-09,2024-08-01,roofing supplies,29720,209.46,16.2,delivered
LD-000106,CUST-006,ROUTE-07,2024-08-01,bagged seed,35609,437.4,48.61,delivered
LD-000107,CUST-001,ROUTE-09,2024-08-02,drywall,42888,234.59,19.4,delivered
LD-000108,CUST-003,ROUTE-05,2024-08-02,roofing supplies,41287,646.14,65.79,delivered
LD-000109,CUST-003,ROUTE-05,2024-08-02,drywall,39781,635.48,42.23,delivered
LD-000110,CUST-004,ROUTE-02,2024-08-02,grain,43428,537.86,83.81,delivered
LD-000111,CUST-005,ROUTE-09,2024-08-02,roofing supplies,33391,215.9,19.06,delivered
LD-000112,CUST-001,ROUTE-02,2024-08-03,lumber,29484,515.61,78.32,delivered
LD-000113,CUST-004,ROUTE-02,2024-08-03,grain,40309,492.7,92.56,delivered
LD-000114,CUST-005,ROUTE-10,2024-08-03,hardware,35525,209.94,16.44,delivered
LD-000115,CUST-005,ROUTE-09,2024-08-03,hardware,29595,213.54,11.91,delivered
LD-000116,CUST-005,ROUTE-09,2024-08-04,hardware,37846,214.4,19.6,delivered
LD-000117,CUST-004,ROUTE-02,2024-08-04,bagged feed,37826,512.46,81.24,delivered
LD-000118,CUST-003,ROUTE-05,2024-08-04,hardware,40159,587.79,76.68,delivered
LD-000119,CUST-003,ROUTE-06,2024-08-04,lumber,34940,640.95,89.03,delivered
LD-000120,CUST-003,ROUTE-06,2024-08-04,hardware,31231,630.51,76.57,delivered
LD-000121,CUST-005,ROUTE-10,2024-08-04,drywall,32994,208.51,14.7,delivered
LD-000122,CUST-006,ROUTE-08,2024-08-04,bagged feed,29924,419.97,52.44,delivered
LD-000123,CUST-003,ROUTE-05,2024-08-04,hardware,43986,581.7,66.68,delivered
LD-000124,CUST-003,ROUTE-06,2024-08-05,drywall,41005,574.24,88.88,delivered
LD-000125,CUST-004,ROUTE-02,2024-08-05,bagged seed,28309,534.22,44.97,delivered
LD-000126,CUST-005,ROUTE-09,2024-08-05,roofing supplies,38305,207.07,14.36,delivered
LD-000127,CUST-006,ROUTE-07,2024-08-05,bagged seed,44409,449.12,36.16,delivered
LD-000128,CUST-004,ROUTE-02,2024-08-05,bagged feed,40454,493.06,73.91,delivered
LD-000129,CUST-004,ROUTE-02,2024-08-06,fertilizer,31349,496.19,50.62,delivered
LD-000130,CUST-005,ROUTE-09,2024-08-06,roofing supplies,40475,211.42,15.28,delivered
LD-000131,CUST-005,ROUTE-09,2024-08-06,hardware,31505,210.46,11.35,delivered
LD-000132,CUST-002,ROUTE-04,2024-08-06,fertilizer,37550,422.66,45.64,delivered
LD-000133,CUST-006,ROUTE-08,2024-08-06,bagged feed,42367,434.65,52.18,delivered
LD-000134,CUST-004,ROUTE-02,2024-08-06,bagged seed,39781,534.14,84.36,delivered
LD-000135,CUST-004,ROUTE-01,2024-08-06,bagged seed,31231,517.88,68.08,delivered
LD-000136,CUST-001,ROUTE-01,2024-08-07,roofing supplies,39414,521.52,65.09,delivered
LD-000137,CUST-003,ROUTE-05,2024-08-07,roofing supplies,35992,621.44,67.7,delivered
LD-000138,CUST-004,ROUTE-01,2024-08-07,bagged feed,34743,519.23,78.5,delivered
LD-000139,CUST-003,ROUTE-06,2024-08-07,hardware,31743,595.15,82.97,delivered
LD-000140,CUST-004,ROUTE-01,2024-08-07,grain,41862,512.89,74.82,delivered
LD-000141,CUST-004,ROUTE-01,2024-08-07,bagged feed,40581,566.14,67.79,delivered
LD-000142,CUST-004,ROUTE-02,2024-08-07,bagged seed,31742,505.22,69.83,delivered
LD-000143,CUST-003,ROUTE-06,2024-08-08,lumber,42387,635.37,45.1,delivered
LD-000144,CUST-005,ROUTE-10,2024-08-08,roofing supplies,38605,230.27,15.64,delivered
LD-000145,CUST-002,ROUTE-03,2024-08-09,fertilizer,36111,441.36,47.07,delivered
LD-000146,CUST-004,ROUTE-02,2024-08-09,bagged seed,31052,536.1,65.26,delivered
LD-000147,CUST-005,ROUTE-09,2024-08-09,hardware,39263,231.91,22.68,delivered
LD-000148,CUST-003,ROUTE-05,2024-08-09,drywall,31058,632.44,52.02,delivered
LD-000149,CUST-001,ROUTE-02,2024-08-09,roofing supplies,42583,487.97,78.06,delivered
LD-000150,CUST-002,ROUTE-03,2024-08-09,bagged seed,28277,433.1,30.17,delivered
LD-000151,CUST-005,ROUTE-10,2024-08-09,drywall,42070,211.8,13.35,delivered
LD-000152,CUST-001,ROUTE-02,2024-08-10,hardware,40644,494.87,67.48,delivered
LD-000153,CUST-005,ROUTE-09,2024-08-10,hardware,30391,207.1,12.26,delivered
LD-000154,CUST-002,ROUTE-04,2024-08-10,bagged seed,38155,388.19,55.14,delivered
LD-000155,CUST-001,ROUTE-10,2024-08-10,lumber,42856,220.08,12.08,delivered
LD-000156,CUST-001,ROUTE-09,2024-08-11,hardware,36912,221.44,15.19,delivered
LD-000157,CUST-005,ROUTE-09,2024-08-11,roofing supplies,44673,206.7,24.13,delivered
LD-000158,CUST-001,ROUTE-09,2024-08-11,lumber,44450,225.66,12.04,delivered
LD-000159,CUST-001,ROUTE-09,2024-08-12,roofing supplies,37554,222.57,15.81,delivered
LD-000160,CUST-003,ROUTE-05,2024-08-12,drywall,28047,640.73,58.57,delivered
LD-000161,CUST-002,ROUTE-04,2024-08-12,fertilizer,43022,435.25,27.55,delivered
LD-000162,CUST-006,ROUTE-08,2024-08-12,fertilizer,42835,406.46,27.21,delivered
LD-000163,CUST-004,ROUTE-02,2024-08-12,bagged seed,30962,497.86,77.55,delivered
LD-000164,CUST-004,ROUTE-01,2024-08-13,bagged seed,43140,507.15,83.37,delivered
LD-000165,CUST-001,ROUTE-01,2024-08-13,lumber,34479,561.95,64.45,delivered
LD-000166,CUST-002,ROUTE-04,2024-08-13,bagged feed,34132,398.49,39.47,delivered
LD-000167,CUST-002,ROUTE-03,2024-08-13,bagged seed,40533,442.48,36.6,delivered
LD-000168,CUST-003,ROUTE-05,2024-08-14,roofing supplies,31281,600.14,51.54,delivered
LD-000169,CUST-003,ROUTE-06,2024-08-14,lumber,39523,641.76,68.31,delivered
LD-000170,CUST-005,ROUTE-09,2024-08-14,roofing supplies,39165,226.9,25.03,delivered
LD-000171,CUST-006,ROUTE-08,2024-08-14,bagged seed,39028,408.06,29.25,delivered
LD-000172,CUST-006,ROUTE-08,2024-08-14,bagged feed,33823,430.96,56.06,delivered
LD-000173,CUST-002,ROUTE-04,2024-08-15,bagged seed,35798,402.26,35.29,delivered
LD-000174,CUST-004,ROUTE-02,2024-08-15,bagged feed,41566,520.23,60.95,delivered
LD-000175,CUST-003,ROUTE-05,2024-08-15,lumber,39200,593.96,58.52,delivered
LD-000176,CUST-001,ROUTE-09,2024-08-15,roofing supplies,34225,218.2,19.56,delivered
LD-000177,CUST-003,ROUTE-05,2024-08-15,hardware,30871,603.85,73.43,delivered
LD-000178,CUST-005,ROUTE-10,2024-08-15,roofing supplies,40157,227.67,16.79,delivered
LD-000179,CUST-004,ROUTE-01,2024-08-15,bagged seed,40684,556.19,63.11,delivered
LD-000180,CUST-001,ROUTE-10,2024-08-16,roofing supplies,33477,230.08,23.38,delivered
LD-000181,CUST-004,ROUTE-02,2024-08-16,fertilizer,37050,522.01,90.03,delivered
LD-000182,CUST-005,ROUTE-10,2024-08-16,hardware,36655,213.71,18.53,delivered
LD-000183,CUST-004,ROUTE-02,2024-08-16,fertilizer,28662,509.88,83.36,delivered
LD-000184,CUST-004,ROUTE-01,2024-08-16,grain,43874,552.16,87.33,delivered
LD-000185,CUST-001,ROUTE-02,2024-08-17,lumber,42956,490.72,59.96,delivered
LD-000186,CUST-005,ROUTE-10,2024-08-17,drywall,33358,226.34,15.13,delivered
LD-000187,CUST-004,ROUTE-01,2024-08-17,bagged seed,43535,562.56,75.46,delivered
LD-000188,CUST-006,ROUTE-08,2024-08-17,bagged seed,28240,419.3,46.61,delivered
LD-000189,CUST-003,ROUTE-06,2024-08-17,drywall,34172,579.76,78.8,delivered
LD-000190,CUST-006,ROUTE-07,2024-08-17,bagged feed,39244,448.07,32.09,delivered
LD-000191,CUST-002,ROUTE-04,2024-08-17,bagged feed,38998,418.43,32.08,delivered
LD-000192,CUST-005,ROUTE-09,2024-08-19,hardware,37776,218.31,24.31,delivered
LD-000193,CUST-002,ROUTE-04,2024-08-19,bagged seed,28154,407.79,31.66,delivered
LD-000194,CUST-001,ROUTE-09,2024-08-19,roofing supplies,28587,225.76,20.65,delivered
LD-000195,CUST-003,ROUTE-06,2024-08-19,drywall,42210,637.13,90.76,delivered
LD-000196,CUST-001,ROUTE-10,2024-08-19,drywall,29592,219.57,11.97,delivered
LD-000197,CUST-006,ROUTE-07,2024-08-19,fertilizer,41791,444.45,46.61,delivered
LD-000198,CUST-002,ROUTE-04,2024-08-19,grain,37678,392.47,42.84,delivered
LD-000199,CUST-001,ROUTE-01,2024-08-20,drywall,35574,531.44,93.27,delivered
LD-000200,CUST-001,ROUTE-02,2024-08-20,roofing supplies,38769,511.19,64.14,delivered
LD-000201,CUST-004,ROUTE-01,2024-08-20,bagged seed,32342,547.82,43.67,delivered
LD-000202,CUST-004,ROUTE-01,2024-08-20,grain,42440,503.32,54.63,delivered
LD-000203,CUST-006,ROUTE-07,2024-08-20,grain,36145,434.43,46.65,delivered
LD-000204,CUST-003,ROUTE-05,2024-08-20,drywall,37114,584.45,50.58,delivered
LD-000205,CUST-001,ROUTE-01,2024-08-21,hardware,41511,502.63,70.15,delivered
LD-000206,CUST-004,ROUTE-02,2024-08-21,grain,39904,535.09,46.66,delivered
LD-000207,CUST-006,ROUTE-08,2024-08-21,bagged seed,36332,424.63,30.94,delivered
LD-000208,CUST-002,ROUTE-04,2024-08-21,bagged seed,29591,413.11,39.03,delivered
LD-000209,CUST-004,ROUTE-01,2024-08-21,fertilizer,41037,566.13,92.91,delivered
LD-000210,CUST-006,ROUTE-07,2024-08-21,bagged feed,44511,437.8,45.77,delivered
LD-000211,CUST-001,ROUTE-10,2024-08-22,roofing supplies,29738,221.69,14.25,delivered
LD-000212,CUST-006,ROUTE-07,2024-08-22,grain,35785,436.04,51.05,delivered
LD-000213,CUST-004,ROUTE-01,2024-08-22,fertilizer,34437,553.3,92.57,delivered
LD-000214,CUST-004,ROUTE-01,2024-08-22,bagged seed,33036,563.73,72.73,delivered
LD-000215,CUST-002,ROUTE-03,2024-08-22,bagged feed,41629,429.42,38.06,delivered
LD-000216,CUST-005,ROUTE-09,2024-08-23,lumber,38516,217.41,23.19,delivered
LD-000217,CUST-006,ROUTE-07,2024-08-23,fertilizer,44839,412.14,27.92,delivered
LD-000218,CUST-001,ROUTE-02,2024-08-23,lumber,43047,535.16,42.55,delivered
LD-000219,CUST-003,ROUTE-05,2024-08-23,hardware,31876,622.93,72.35,delivered
LD-000220,CUST-001,ROUTE-10,2024-08-23,roofing supplies,35204,206.85,17.11,delivered
LD-000221,CUST-005,ROUTE-09,2024-08-24,lumber,29368,206.77,20.2,delivered
LD-000222,CUST-002,ROUTE-03,2024-08-24,grain,30396,415.61,26.97,delivered
LD-000223,CUST-003,ROUTE-06,2024-08-24,roofing supplies,39943,630.89,88.85,delivered
LD-000224,CUST-004,ROUTE-01,2024-08-24,bagged feed,30686,557.79,86.87,delivered
LD-000225,CUST-005,ROUTE-09,2024-08-24,lumber,36539,221.99,26.23,delivered
LD-000226,CUST-002,ROUTE-03,2024-08-25,grain,33217,409.51,56.06,delivered
LD-000227,CUST-002,ROUTE-04,2024-08-25,grain,43390,432.28,53.84,delivered
LD-000228,CUST-001,ROUTE-09,2024-08-25,hardware,35303,221.23,16.54,delivered
LD-000229,CUST-002,ROUTE-03,2024-08-25,bagged feed,39869,432.64,51.71,delivered
LD-000230,CUST-002,ROUTE-03,2024-08-25,bagged feed,29832,408.81,55.19,delivered
LD-000231,CUST-004,ROUTE-01,2024-08-26,bagged feed,41460,541.3,83.41,delivered
LD-000232,CUST-005,ROUTE-10,2024-08-26,roofing supplies,31155,207.99,24.77,delivered
LD-000233,CUST-001,ROUTE-10,2024-08-26,roofing supplies,43798,225.0,16.97,delivered
LD-000234,CUST-005,ROUTE-09,2024-08-26,lumber,40288,225.13,21.57,delivered
LD-000235,CUST-004,ROUTE-02,2024-08-26,bagged feed,40131,524.64,66.62,delivered
LD-000236,CUST-004,ROUTE-02,2024-08-26,bagged seed,33267,513.3,74.84,delivered
LD-000237,CUST-004,ROUTE-02,2024-08-26,bagged seed,33743,530.05,64.2,delivered
LD-000238,CUST-002,ROUTE-03,2024-08-26,fertilizer,41088,419.03,37.79,delivered
LD-000239,CUST-005,ROUTE-09,2024-08-27,hardware,41236,222.88,15.17,delivered
LD-000240,CUST-002,ROUTE-04,2024-08-27,grain,43096,431.15,53.2,delivered
LD-000241,CUST-006,ROUTE-08,2024-08-27,bagged feed,37413,396.86,46.98,delivered
LD-000242,CUST-002,ROUTE-03,2024-08-27,bagged feed,36182,445.46,36.5,delivered
LD-000243,CUST-005,ROUTE-10,2024-08-28,hardware,33992,230.42,24.99,delivered
LD-000244,CUST-001,ROUTE-10,2024-08-28,drywall,28275,203.39,14.41,delivered
LD-000245,CUST-002,ROUTE-04,2024-08-28,grain,34898,406.06,49.57,delivered
LD-000246,CUST-006,ROUTE-07,2024-08-28,grain,28319,417.4,41.24,delivered
LD-000247,CUST-006,ROUTE-07,2024-08-29,grain,38966,422.04,36.64,delivered
LD-000248,CUST-004,ROUTE-02,2024-08-29,bagged seed,40486,528.28,65.54,delivered
LD-000249,CUST-002,ROUTE-04,2024-08-29,fertilizer,37547,421.37,44.73,delivered
LD-000250,CUST-006,ROUTE-07,2024-08-29,bagged feed,33469,429.69,27.9,delivered
LD-000251,CUST-004,ROUTE-02,2024-08-29,bagged feed,36106,536.54,64.43,delivered
LD-000252,CUST-006,ROUTE-08,2024-08-30,fertilizer,39376,417.7,32.25,delivered
LD-000253,CUST-001,ROUTE-10,2024-08-30,hardware,37817,203.32,17.71,delivered
LD-000254,CUST-004,ROUTE-01,2024-08-30,fertilizer,37328,544.56,69.22,delivered
LD-000255,CUST-002,ROUTE-03,2024-08-30,bagged seed,34092,452.9,34.06,delivered
LD-000256,CUST-002,ROUTE-03,2024-08-30,fertilizer,40858,403.62,40.26,delivered
LD-000257,CUST-001,ROUTE-02,2024-08-31,hardware,40750,532.8,57.35,delivered
LD-000258,CUST-001,ROUTE-02,2024-08-31,hardware,38633,488.35,83.4,delivered
LD-000259,CUST-002,ROUTE-03,2024-08-31,grain,30995,437.23,35.92,delivered
LD-000260,CUST-004,ROUTE-02,2024-08-31,bagged feed,36214,547.28,66.71,delivered
LD-000261,CUST-004,ROUTE-02,2024-08-31,fertilizer,40029,517.63,82.4,delivered
LD-000262,CUST-003,ROUTE-06,2024-08-31,hardware,38552,576.69,66.21,delivered
LD-000263,CUST-003,ROUTE-05,2024-09-01,lumber,28428,654.34,49.85,delivered
LD-000264,CUST-003,ROUTE-05,2024-09-01,roofing supplies,31182,588.49,51.01,delivered
LD-000265,CUST-004,ROUTE-01,2024-09-01,bagged feed,33911,537.82,67.75,delivered
LD-000266,CUST-005,ROUTE-09,2024-09-01,hardware,36325,216.8,18.04,delivered
LD-000267,CUST-006,ROUTE-08,2024-09-02,bagged feed,31089,393.9,36.49,delivered
LD-000268,CUST-006,ROUTE-07,2024-09-02,fertilizer,29224,448.31,43.77,delivered
LD-000269,CUST-004,ROUTE-01,2024-09-02,fertilizer,29349,522.03,71.01,delivered
LD-000270,CUST-003,ROUTE-05,2024-09-02,hardware,29615,623.99,52.65,delivered
LD-000271,CUST-002,ROUTE-03,2024-09-03,bagged seed,36724,442.2,35.42,delivered
LD-000272,CUST-004,ROUTE-01,2024-09-03,bagged feed,34543,547.08,48.92,delivered
LD-000273,CUST-004,ROUTE-01,2024-09-03,fertilizer,34848,550.83,51.94,delivered
LD-000274,CUST-005,ROUTE-10,2024-09-03,lumber,43235,221.26,11.38,delivered
LD-000275,CUST-005,ROUTE-09,2024-09-03,drywall,43881,231.13,19.22,delivered
LD-000276,CUST-002,ROUTE-04,2024-09-03,bagged seed,36443,430.21,54.13,delivered
LD-000277,CUST-006,ROUTE-07,2024-09-04,grain,35876,439.5,38.82,delivered
LD-000278,CUST-004,ROUTE-01,2024-09-04,bagged feed,38403,504.82,69.28,delivered
LD-000279,CUST-006,ROUTE-08,2024-09-04,bagged feed,34158,397.6,30.85,delivered
LD-000280,CUST-003,ROUTE-05,2024-09-04,hardware,44103,618.09,47.52,delivered
LD-000281,CUST-004,ROUTE-02,2024-09-04,fertilizer,42992,546.54,63.59,delivered
LD-000282,CUST-005,ROUTE-10,2024-09-05,lumber,40694,217.4,20.71,delivered
LD-000283,CUST-004,ROUTE-01,2024-09-05,bagged seed,33890,553.48,91.14,delivered
LD-000284,CUST-002,ROUTE-03,2024-09-05,bagged seed,31740,438.34,45.67,delivered
LD-000285,CUST-002,ROUTE-03,2024-09-05,bagged feed,33861,441.78,26.44,delivered
LD-000286,CUST-002,ROUTE-04,2024-09-06,grain,41439,407.26,44.59,delivered
LD-000287,CUST-005,ROUTE-10,2024-09-06,drywall,30873,204.42,17.5,delivered
LD-000288,CUST-004,ROUTE-01,2024-09-06,grain,30127,520.22,47.77,delivered
LD-000289,CUST-005,ROUTE-10,2024-09-06,hardware,38370,210.28,19.88,delivered
LD-000290,CUST-004,ROUTE-01,2024-09-06,bagged feed,41586,528.51,58.52,delivered
LD-000291,CUST-004,ROUTE-01,2024-09-07,bagged feed,34357,522.8,58.75,delivered
LD-000292,CUST-003,ROUTE-06,2024-09-07,lumber,34824,612.99,56.25,delivered
LD-000293,CUST-003,ROUTE-06,2024-09-07,lumber,36896,600.27,64.85,delivered
LD-000294,CUST-005,ROUTE-09,2024-09-07,roofing supplies,39144,232.74,22.24,delivered
LD-000295,CUST-005,ROUTE-09,2024-09-09,drywall,43298,231.77,12.8,delivered
