trip_id,load_id,driver_id,truck_id,actual_miles,fuel_gallons,actual_mpg,departure_time,arrival_time,on_time_flag
TRP-000015,LD-000015,DRV-011,TRK-001,170.8,24.47,6.98,2024-07-06 06:13:00,2024-07-06 09:25:03.711812,True
TRP-000016,LD-000016,DRV-006,TRK-006,284.3,52.36,5.43,2024-07-06 06:18:00,2024-07-06 12:04:16.268249,False
TRP-000017,LD-000017,DRV-005,TRK-006,264.4,52.56,5.03,2024-07-06 06:13:00,2024-07-06 11:09:31.409508,True
TRP-000018,LD-000018,DRV-012,TRK-003,266.9,37.17,7.18,2024-07-06 08:00:00,2024-07-06 13:27:31.092668,False
TRP-000019,LD-000019,DRV-001,TRK-010,284.6,42.93,6.63,2024-07-08 05:42:00,2024-07-08 11:31:45.471235,True
TRP-000020,LD-000020,DRV-013,TRK-010,171.6,23.8,7.21,2024-07-08 05:17:00,2024-07-08 08:45:57.346903,True
TRP-000021,LD-000021,DRV-005,TRK-006,284.0,51.82,5.48,2024-07-08 06:22:00,2024-07-08 11:42:42.693879,True
TRP-000022,LD-000022,DRV-009,TRK-005,261.8,35.43,7.39,2024-07-08 05:16:00,2024-07-08 10:40:50.811738,True
TRP-000023,LD-000023,DRV-007,TRK-003,168.2,23.46,7.17,2024-07-08 08:08:00,2024-07-08 11:31:44.152895,True
TRP-000024,LD-000024,DRV-013,TRK-005,173.9,23.89,7.28,2024-07-09 05:42:00,2024-07-09 09:16:20.744380,True
TRP-000025,LD-000025,DRV-010,TRK-010,173.4,26.76,6.48,2024-07-09 07:56:00,2024-07-09 11:12:09.647268,True
TRP-000026,LD-000026,DRV-009,TRK-005,76.1,10.38,7.33,2024-07-09 07:08:00,2024-07-09 08:31:54.980506,True
TRP-000027,LD-000027,DRV-004,TRK-003,78.8,11.74,6.71,2024-07-09 08:31:00,2024-07-09 10:00:11.040610,True
TRP-000028,LD-000028,DRV-001,TRK-006,273.4,53.09,5.15,2024-07-10 08:44:00,2024-07-10 14:24:38.466127,False
TRP-000029,LD-000029,DRV-007,TRK-005,265.2,37.09,7.15,2024-07-10 07:46:00,2024-07-10 13:08:37.523782,True
TRP-000030,LD-000030,DRV-006,TRK-006,275.5,50.74,5.43,2024-07-10 06:48:00,2024-07-10 11:45:15.039493,True
TRP-000031,LD-000031,DRV-001,TRK-002,269.7,40.5,6.66,2024-07-11 07:42:00,2024-07-11 13:12:49.079139,False
TRP-000032,LD-000032,DRV-011,TRK-003,174.0,25.55,6.81,2024-07-11 09:12:00,2024-07-11 12:46:46.775081,True
TRP-000033,LD-000033,DRV-001,TRK-006,283.8,52.65,5.39,2024-07-12 04:27:00,2024-07-12 09:32:47.061847,True
TRP-000034,LD-000034,DRV-004,TRK-003,273.0,42.0,6.5,2024-07-12 07:15:00,2024-07-12 12:18:18.715894,True
TRP-000035,LD-000035,DRV-010,TRK-003,270.9,40.43,6.7,2024-07-12 04:33:00,2024-07-12 09:25:25.178765,True
TRP-000036,LD-000036,DRV-011,TRK-006,279.4,53.94,5.18,2024-07-12 08:22:00,2024-07-12 13:48:07.337234,False
TRP-000037,LD-000037,DRV-003,TRK-008,166.9,23.15,7.21,2024-07-12 06:46:00,2024-07-12 09:55:57.527807,True
TRP-000038,LD-000038,DRV-003,TRK-008,77.9,10.77,7.23,2024-07-13 04:55:00,2024-07-13 06:32:10.580929,True
TRP-000039,LD-000039,DRV-001,TRK-007,262.4,35.99,7.29,2024-07-13 06:05:00,2024-07-13 10:46:23.240256,True
TRP-000040,LD-000040,DRV-004,TRK-001,75.8,11.7,6.48,2024-07-15 04:26:00,2024-07-15 05:54:07.959137,True
TRP-000041,LD-000041,DRV-011,TRK-007,173.0,26.13,6.62,2024-07-15 04:34:00,2024-07-15 08:02:26.406922,True
TRP-000042,LD-000042,DRV-005,TRK-004,77.3,11.14,6.94,2024-07-15 04:38:00,2024-07-15 06:13:59.238705,True
TRP-000043,LD-000043,DRV-008,TRK-005,174.1,26.38,6.6,2024-07-15 08:27:00,2024-07-15 11:43:48.220359,True
TRP-000044,LD-000044,DRV-006,TRK-005,167.5,25.65,6.53,2024-07-16 07:55:00,2024-07-16 11:07:50.172130,False
TRP-000045,LD-000045,DRV-005,TRK-006,77.0,14.47,5.32,2024-07-16 04:01:00,2024-07-16 05:23:49.062163,True
TRP-000046,LD-000046,DRV-005,TRK-005,76.9,11.1,6.93,2024-07-16 07:15:00,2024-07-16 08:44:19.477218,True
TRP-000047,LD-000047,DRV-014,TRK-008,269.2,35.89,7.5,2024-07-16 07:55:00,2024-07-16 13:23:22.060675,True
TRP-000048,LD-000048,DRV-007,TRK-008,276.3,38.75,7.13,2024-07-17 09:09:00,2024-07-17 14:28:02.218463,True
TRP-000049,LD-000049,DRV-003,TRK-006,271.2,50.5,5.37,2024-07-17 06:21:00,2024-07-17 11:28:05.973168,True
TRP-000050,LD-000050,DRV-004,TRK-003,172.4,25.06,6.88,2024-07-17 04:48:00,2024-07-17 08:02:54.746620,True
TRP-000051,LD-000051,DRV-011,TRK-004,78.6,11.93,6.59,2024-07-17 04:39:00,2024-07-17 06:04:47.842486,True
TRP-000052,LD-000052,DRV-005,TRK-010,77.9,11.34,6.87,2024-07-18 06:29:00,2024-07-18 07:54:21.029012,True
TRP-000053,LD-000053,DRV-011,TRK-010,168.9,26.35,6.41,2024-07-18 09:49:00,2024-07-18 12:56:48.900192,True
TRP-000054,LD-000054,DRV-014,TRK-007,262.1,40.26,6.51,2024-07-18 09:41:00,2024-07-18 15:06:29.184877,True
TRP-000055,LD-000055,DRV-006,TRK-009,268.3,36.26,7.4,2024-07-18 05:16:00,2024-07-18 10:07:02.271501,False
TRP-000056,LD-000056,DRV-008,TRK-005,168.6,23.35,7.22,2024-07-19 06:37:00,2024-07-19 09:55:09.938382,True
TRP-000057,LD-000057,DRV-011,TRK-008,76.8,11.73,6.55,2024-07-19 04:19:00,2024-07-19 05:41:20.016977,True
TRP-000058,LD-000058,DRV-012,TRK-003,168.7,24.48,6.89,2024-07-20 05:54:00,2024-07-20 09:12:51.281779,False
TRP-000059,LD-000059,DRV-001,TRK-007,165.5,24.45,6.77,2024-07-20 05:50:00,2024-07-20 08:59:04.979110,True
TRP-000060,LD-000060,DRV-002,TRK-009,171.5,26.67,6.43,2024-07-20 04:22:00,2024-07-20 07:31:26.005052,True
TRP-000061,LD-000061,DRV-002,TRK-005,169.5,25.53,6.64,2024-07-20 08:02:00,2024-07-20 11:10:58.225783,False
TRP-000062,LD-000062,DRV-006,TRK-008,279.9,43.26,6.47,2024-07-20 06:39:00,2024-07-20 11:55:28.925537,True
TRP-000063,LD-000063,DRV-014,TRK-006,277.3,53.84,5.15,2024-07-20 04:20:00,2024-07-20 09:43:36.459026,True
TRP-000064,LD-000064,DRV-002,TRK-004,169.1,22.98,7.36,2024-07-22 07:55:00,2024-07-22 10:58:22.995964,True
TRP-000065,LD-000065,DRV-006,TRK-009,75.5,11.25,6.71,2024-07-22 05:51:00,2024-07-22 07:19:04.555290,True
TRP-000066,LD-000066,DRV-007,TRK-007,261.1,36.16,7.22,2024-07-22 04:05:00,2024-07-22 08:55:16.699300,True
TRP-000067,LD-000067,DRV-005,TRK-008,77.0,11.21,6.87,2024-07-23 08:28:00,2024-07-23 09:58:02.090339,True
TRP-000068,LD-000068,DRV-005,TRK-001,174.4,24.09,7.24,2024-07-23 06:18:00,2024-07-23 09:44:41.782960,True
TRP-000069,LD-000069,DRV-008,TRK-005,174.1,23.69,7.35,2024-07-23 08:27:00,2024-07-23 11:45:38.490249,True
TRP-000070,LD-000070,DRV-007,TRK-005,77.4,11.32,6.84,2024-07-23 06:47:00,2024-07-23 08:18:34.112632,True
TRP-000071,LD-000071,DRV-003,TRK-002,271.9,38.19,7.12,2024-07-23 05:49:00,2024-07-23 10:56:40.462536,True
TRP-000072,LD-000072,DRV-013,TRK-007,76.2,11.8,6.46,2024-07-23 08:04:00,2024-07-23 09:34:33.880157,True
TRP-000073,LD-000073,DRV-006,TRK-007,77.7,11.18,6.95,2024-07-24 04:28:00,2024-07-24 06:03:28.678503,True
TRP-000074,LD-000074,DRV-013,TRK-004,168.3,23.84,7.06,2024-07-24 09:41:00,2024-07-24 13:00:15.673605,True
TRP-000075,LD-000075,DRV-011,TRK-004,171.9,25.17,6.83,2024-07-24 08:45:00,2024-07-24 11:50:49.463170,True
TRP-000076,LD-000076,DRV-013,TRK-002,169.8,25.53,6.65,2024-07-24 05:09:00,2024-07-24 08:38:33.296749,True
TRP-000077,LD-000077,DRV-013,TRK-008,79.1,11.0,7.19,2024-07-24 04:26:00,2024-07-24 05:59:12.917254,True
TRP-000078,LD-000078,DRV-013,TRK-005,264.4,38.77,6.82,2024-07-24 08:26:00,2024-07-24 13:10:39.445893,True
TRP-000079,LD-000079,DRV-005,TRK-006,277.3,53.22,5.21,2024-07-24 07:05:00,2024-07-24 12:04:23.947044,True
TRP-000080,LD-000080,DRV-012,TRK-001,171.4,23.58,7.27,2024-07-24 05:02:00,2024-07-24 08:26:28.407763,True
TRP-000081,LD-000081,DRV-009,TRK-006,276.9,51.56,5.37,2024-07-25 05:19:00,2024-07-25 10:58:14.146816,True
TRP-000082,LD-000082,DRV-010,TRK-004,76.9,10.79,7.13,2024-07-25 04:33:00,2024-07-25 05:55:41.536094,True
TRP-000083,LD-000083,DRV-011,TRK-006,280.2,52.28,5.36,2024-07-26 09:48:00,2024-07-26 15:19:51.508801,True
TRP-000084,LD-000084,DRV-001,TRK-002,168.1,24.94,6.74,2024-07-26 07:52:00,2024-07-26 11:04:41.156213,True
TRP-000085,LD-000085,DRV-008,TRK-004,173.9,25.46,6.83,2024-07-27 05:31:00,2024-07-27 08:45:53.693826,True
TRP-000086,LD-000086,DRV-010,TRK-003,172.1,26.16,6.58,2024-07-27 07:22:00,2024-07-27 10:42:12.322396,True
TRP-000087,LD-000087,DRV-001,TRK-005,272.3,38.51,7.07,2024-07-27 07:02:00,2024-07-27 12:35:21.697539,True
TRP-000088,LD-000088,DRV-006,TRK-002,168.9,23.76,7.11,2024-07-27 05:07:00,2024-07-27 08:37:13.025727,True
TRP-000089,LD-000089,DRV-003,TRK-002,173.4,25.13,6.9,2024-07-27 09:28:00,2024-07-27 12:33:51.504045,True
TRP-000090,LD-000090,DRV-003,TRK-002,263.7,38.0,6.94,2024-07-27 06:35:00,2024-07-27 11:35:55.385165,True
TRP-000091,LD-000091,DRV-011,TRK-010,165.7,23.98,6.91,2024-07-29 08:22:00,2024-07-29 11:44:47.253379,True
TRP-000092,LD-000092,DRV-006,TRK-006,285.3,54.76,5.21,2024-07-29 06:54:00,2024-07-29 12:45:59.914262,True
TRP-000093,LD-000093,DRV-003,TRK-007,171.5,23.85,7.19,2024-07-29 08:21:00,2024-07-29 11:28:58.722922,True
TRP-000094,LD-000094,DRV-005,TRK-007,169.8,23.29,7.29,2024-07-29 09:25:00,2024-07-29 12:47:13.513676,True
TRP-000095,LD-000095,DRV-003,TRK-010,78.4,11.25,6.97,2024-07-30 04:20:00,2024-07-30 05:54:12.271977,True
TRP-000096,LD-000096,DRV-003,TRK-006,278.1,53.38,5.21,2024-07-30 07:56:00,2024-07-30 13:26:37.393507,True
TRP-000097,LD-000097,DRV-008,TRK-007,264.5,41.26,6.41,2024-07-30 04:27:00,2024-07-30 09:50:24.346653,True
TRP-000098,LD-000098,DRV-010,TRK-009,270.6,41.44,6.53,2024-07-31 04:25:00,2024-07-31 09:43:26.576255,False
TRP-000099,LD-000099,DRV-009,TRK-009,77.1,10.91,7.07,2024-07-31 08:08:00,2024-07-31 09:39:22.804559,True
TRP-000100,LD-000100,DRV-010,TRK-010,168.0,22.73,7.39,2024-07-31 09:40:00,2024-07-31 13:09:04.288401,True
TRP-000101,LD-000101,DRV-001,TRK-002,169.4,24.69,6.86,2024-07-31 07:44:00,2024-07-31 11:08:47.448572,True
TRP-000102,LD-000102,DRV-006,TRK-010,77.5,10.85,7.14,2024-08-01 09:43:00,2024-08-01 11:10:29.642832,True
TRP-000103,LD-000103,DRV-008,TRK-005,265.4,35.72,7.43,2024-08-01 09:17:00,2024-08-01 14:33:33.956837,True
TRP-000104,LD-000104,DRV-014,TRK-002,268.4,36.12,7.43,2024-08-01 09:17:00,2024-08-01 14:44:59.750418,True
TRP-000105,LD-000105,DRV-011,TRK-005,78.5,12.25,6.41,2024-08-01 08:59:00,2024-08-01 10:34:36.495293,True
TRP-000106,LD-000106,DRV-003,TRK-010,169.1,23.1,7.32,2024-08-01 04:53:00,2024-08-01 08:11:15.429817,True
TRP-000107,LD-000107,DRV-003,TRK-005,78.8,11.4,6.91,2024-08-02 05:51:00,2024-08-02 07:27:41.087710,True
TRP-000108,LD-000108,DRV-011,TRK-001,261.5,34.96,7.48,2024-08-02 07:20:00,2024-08-02 12:02:46.257573,True
TRP-000109,LD-000109,DRV-005,TRK-002,262.5,36.71,7.15,2024-08-02 09:49:00,2024-08-02 15:00:57.384368,True
TRP-000110,LD-000110,DRV-013,TRK-006,274.0,51.21,5.35,2024-08-02 04:33:00,2024-08-02 09:51:45.922160,False
TRP-000111,LD-000111,DRV-004,TRK-002,78.2,11.27,6.94,2024-08-02 08:28:00,2024-08-02 09:54:08.393514,True
TRP-000112,LD-000112,DRV-001,TRK-006,285.1,57.71,4.94,2024-08-03 07:02:00,2024-08-03 12:42:06.099734,True
TRP-000113,LD-000113,DRV-003,TRK-007,280.6,41.39,6.78,2024-08-03 05:34:00,2024-08-03 11:03:11.109332,True
TRP-000114,LD-000114,DRV-012,TRK-003,78.4,12.17,6.44,2024-08-03 09:26:00,2024-08-03 10:54:53.395248,False
TRP-000115,LD-000115,DRV-009,TRK-005,76.0,10.34,7.35,2024-08-03 04:08:00,2024-08-03 05:35:38.386788,True
TRP-000116,LD-000116,DRV-012,TRK-007,79.1,11.16,7.09,2024-08-04 07:35:00,2024-08-04 09:06:19.845755,False
TRP-000117,LD-000117,DRV-014,TRK-006,273.7,50.59,5.41,2024-08-04 05:51:00,2024-08-04 11:08:36.865316,True
TRP-000118,LD-000118,DRV-005,TRK-002,265.9,37.61,7.07,2024-08-04 04:55:00,2024-08-04 10:23:23.482543,True
TRP-000119,LD-000119,DRV-013,TRK-002,267.5,40.1,6.67,2024-08-04 08:45:00,2024-08-04 14:08:21.199937,False
TRP-000120,LD-000120,DRV-006,TRK-008,274.3,40.28,6.81,2024-08-04 07:02:00,2024-08-04 12:15:29.071985,True
TRP-000121,LD-000121,DRV-004,TRK-007,77.2,10.84,7.12,2024-08-04 09:21:00,2024-08-04 10:53:31.891622,True
TRP-000122,LD-000122,DRV-014,TRK-001,171.6,23.7,7.24,2024-08-04 07:08:00,2024-08-04 10:16:05.275171,True
TRP-000123,LD-000123,DRV-001,TRK-004,268.3,40.04,6.7,2024-08-04 06:01:00,2024-08-04 11:10:28.284936,True
TRP-000124,LD-000124,DRV-004,TRK-005,275.4,41.41,6.65,2024-08-05 09:52:00,2024-08-05 14:53:37.605890,True
TRP-000125,LD-000125,DRV-011,TRK-006,282.7,53.95,5.24,2024-08-05 04:57:00,2024-08-05 10:21:47.116717,True
TRP-000126,LD-000126,DRV-014,TRK-002,78.2,11.43,6.84,2024-08-05 04:19:00,2024-08-05 05:54:10.390927,True
TRP-000127,LD-000127,DRV-004,TRK-001,173.3,25.6,6.77,2024-08-05 08:38:00,2024-08-05 12:01:11.436651,True
TRP-000128,LD-000128,DRV-012,TRK-006,271.2,53.6,5.06,2024-08-05 07:45:00,2024-08-05 12:44:49.677741,True
TRP-000129,LD-000129,DRV-009,TRK-006,278.3,56.11,4.96,2024-08-06 04:22:00,2024-08-06 09:40:27.537391,True
TRP-000130,LD-000130,DRV-003,TRK-003,75.3,10.94,6.88,2024-08-06 07:19:00,2024-08-06 08:46:05.754351,True
TRP-000131,LD-000131,DRV-014,TRK-004,77.8,10.69,7.28,2024-08-06 06:28:00,2024-08-06 08:00:06.670530,True
TRP-000132,LD-000132,DRV-013,TRK-010,167.4,24.58,6.81,2024-08-06 07:23:00,2024-08-06 10:48:21.128907,True
TRP-000133,LD-000133,DRV-014,TRK-001,172.9,25.24,6.85,2024-08-06 07:08:00,2024-08-06 10:23:29.392199,True
TRP-000134,LD-000134,DRV-002,TRK-006,271.8,53.82,5.05,2024-08-06 09:22:00,2024-08-06 14:52:35.109625,True
TRP-000135,LD-000135,DRV-010,TRK-006,281.1,55.88,5.03,2024-08-06 06:25:00,2024-08-06 11:51:11.988687,True
TRP-000136,LD-000136,DRV-008,TRK-006,275.6,55.56,4.96,2024-08-07 09:44:00,2024-08-07 15:04:20.614487,True
TRP-000137,LD-000137,DRV-007,TRK-004,275.0,41.29,6.66,2024-08-07 07:40:00,2024-08-07 13:13:29.857704,True
TRP-000138,LD-000138,DRV-010,TRK-006,271.6,50.11,5.42,2024-08-07 05:23:00,2024-08-07 10:45:00.311652,True
TRP-000139,LD-000139,DRV-014,TRK-007,270.5,37.16,7.28,2024-08-07 08:37:00,2024-08-07 14:10:24.923886,True
TRP-000140,LD-000140,DRV-011,TRK-006,285.1,57.02,5.0,2024-08-07 05:31:00,2024-08-07 11:11:00.440560,True
TRP-000141,LD-000141,DRV-011,TRK-006,278.0,52.16,5.33,2024-08-07 07:31:00,2024-08-07 13:09:04.556206,True
TRP-000142,LD-000142,DRV-009,TRK-010,283.3,43.92,6.45,2024-08-07 09:28:00,2024-08-07 14:52:34.201078,False
TRP-000143,LD-000143,DRV-004,TRK-009,272.6,38.67,7.05,2024-08-08 06:55:00,2024-08-08 11:59:39.615188,True
TRP-000144,LD-000144,DRV-014,TRK-007,77.3,10.46,7.39,2024-08-08 04:08:00,2024-08-08 05:31:15.855103,True
TRP-000145,LD-000145,DRV-010,TRK-005,171.3,24.16,7.09,2024-08-09 07:28:00,2024-08-09 10:59:27.810637,True
TRP-000146,LD-000146,DRV-006,TRK-006,283.8,52.75,5.38,2024-08-09 07:13:00,2024-08-09 12:18:27.732982,False
TRP-000147,LD-000147,DRV-011,TRK-001,78.5,11.36,6.91,2024-08-09 04:59:00,2024-08-09 06:24:51.180325,True
TRP-000148,LD-000148,DRV-011,TRK-004,262.6,38.39,6.84,2024-08-09 06:46:00,2024-08-09 11:39:58.784109,True
TRP-000149,LD-000149,DRV-014,TRK-006,276.8,55.58,4.98,2024-08-09 04:14:00,2024-08-09 09:39:14.121175,False
TRP-000150,LD-000150,DRV-004,TRK-004,171.2,26.06,6.57,2024-08-09 07:39:00,2024-08-09 10:51:01.608856,True
TRP-000151,LD-000151,DRV-002,TRK-003,76.1,10.78,7.06,2024-08-09 09:38:00,2024-08-09 11:08:48.756004,False
TRP-000152,LD-000152,DRV-009,TRK-006,284.4,57.92,4.91,2024-08-10 06:59:00,2024-08-10 12:36:41.308341,True
TRP-000153,LD-000153,DRV-001,TRK-003,79.2,10.65,7.44,2024-08-10 07:32:00,2024-08-10 09:06:29.302341,True
TRP-000154,LD-000154,DRV-003,TRK-010,170.3,24.93,6.83,2024-08-10 09:48:00,2024-08-10 12:54:52.920214,True
TRP-000155,LD-000155,DRV-011,TRK-007,78.3,11.99,6.53,2024-08-10 09:08:00,2024-08-10 10:35:37.778414,True
TRP-000156,LD-000156,DRV-011,TRK-010,75.3,10.91,6.9,2024-08-11 06:03:00,2024-08-11 07:29:53.389722,True
TRP-000157,LD-000157,DRV-001,TRK-001,77.1,11.3,6.82,2024-08-11 05:11:00,2024-08-11 06:34:25.655563,True
TRP-000158,LD-000158,DRV-009,TRK-003,79.4,10.66,7.45,2024-08-11 04:56:00,2024-08-11 06:28:06.601627,True
TRP-000159,LD-000159,DRV-008,TRK-007,76.7,10.27,7.47,2024-08-12 05:46:00,2024-08-12 07:09:21.852564,True
TRP-000160,LD-000160,DRV-005,TRK-008,261.6,37.48,6.98,2024-08-12 05:26:00,2024-08-12 10:28:13.006219,True
TRP-000161,LD-000161,DRV-003,TRK-001,171.3,25.08,6.83,2024-08-12 08:36:00,2024-08-12 12:07:55.506969,True
TRP-000162,LD-000162,DRV-013,TRK-002,172.6,26.47,6.52,2024-08-12 04:10:00,2024-08-12 07:30:42.669382,True
TRP-000163,LD-000163,DRV-012,TRK-006,279.8,55.63,5.03,2024-08-12 06:09:00,2024-08-12 11:53:30.759993,True
TRP-000164,LD-000164,DRV-001,TRK-004,283.5,37.9,7.48,2024-08-13 05:12:00,2024-08-13 10:23:35.941649,True
TRP-000165,LD-000165,DRV-014,TRK-004,283.4,41.92,6.76,2024-08-13 04:29:00,2024-08-13 10:20:17.117207,False
TRP-000166,LD-000166,DRV-010,TRK-002,171.1,25.65,6.67,2024-08-13 06:31:00,2024-08-13 09:51:07.968432,True
TRP-000167,LD-000167,DRV-008,TRK-006,168.4,32.14,5.24,2024-08-13 06:24:00,2024-08-13 09:45:25.284629,True
TRP-000168,LD-000168,DRV-013,TRK-005,274.3,42.46,6.46,2024-08-14 05:36:00,2024-08-14 10:36:28.906481,True
TRP-000169,LD-000169,DRV-004,TRK-006,273.1,50.67,5.39,2024-08-14 07:34:00,2024-08-14 12:58:39.151403,True
TRP-000170,LD-000170,DRV-006,TRK-009,75.3,11.48,6.56,2024-08-14 09:58:00,2024-08-14 11:29:57.244600,True
TRP-000171,LD-000171,DRV-007,TRK-002,172.8,23.16,7.46,2024-08-14 09:20:00,2024-08-14 12:49:54.338758,False
TRP-000172,LD-000172,DRV-007,TRK-010,173.4,23.92,7.25,2024-08-14 08:02:00,2024-08-14 11:32:21.961837,True
TRP-000173,LD-000173,DRV-002,TRK-007,173.1,24.24,7.14,2024-08-15 09:56:00,2024-08-15 13:20:54.520234,True
TRP-000174,LD-000174,DRV-002,TRK-006,283.4,52.77,5.37,2024-08-15 08:41:00,2024-08-15 13:55:30.287698,True
TRP-000175,LD-000175,DRV-009,TRK-008,274.7,36.72,7.48,2024-08-15 06:38:00,2024-08-15 11:32:56.508803,True
TRP-000176,LD-000176,DRV-009,TRK-010,76.2,11.36,6.71,2024-08-15 05:06:00,2024-08-15 06:40:28.110140,True
TRP-000177,LD-000177,DRV-004,TRK-007,261.5,39.44,6.63,2024-08-15 09:18:00,2024-08-15 13:59:05.992103,True
TRP-000178,LD-000178,DRV-005,TRK-005,77.0,11.51,6.69,2024-08-15 06:36:00,2024-08-15 08:11:16.275398,True
TRP-000179,LD-000179,DRV-014,TRK-006,285.2,54.43,5.24,2024-08-15 05:30:00,2024-08-15 11:09:35.141022,True
TRP-000180,LD-000180,DRV-007,TRK-002,75.4,10.55,7.15,2024-08-16 05:52:00,2024-08-16 07:17:19.789021,True
TRP-000181,LD-000181,DRV-012,TRK-001,280.1,40.19,6.97,2024-08-16 07:07:00,2024-08-16 12:34:30.188148,True
TRP-000182,LD-000182,DRV-001,TRK-007,75.8,11.08,6.84,2024-08-16 08:38:00,2024-08-16 10:03:05.666136,True
TRP-000183,LD-000183,DRV-014,TRK-006,278.0,52.26,5.32,2024-08-16 04:55:00,2024-08-16 10:29:46.842554,True
TRP-000184,LD-000184,DRV-009,TRK-006,282.8,57.25,4.94,2024-08-16 09:32:00,2024-08-16 15:03:13.863152,False
TRP-000185,LD-000185,DRV-006,TRK-006,283.3,54.48,5.2,2024-08-17 09:59:00,2024-08-17 15:45:57.708489,True
TRP-000186,LD-000186,DRV-002,TRK-009,76.3,11.17,6.83,2024-08-17 05:54:00,2024-08-17 07:21:04.231867,False
TRP-000187,LD-000187,DRV-001,TRK-006,273.6,51.92,5.27,2024-08-17 06:45:00,2024-08-17 11:39:31.819727,True
TRP-000188,LD-000188,DRV-006,TRK-009,170.6,24.2,7.05,2024-08-17 06:19:00,2024-08-17 09:30:24.927463,True
TRP-000189,LD-000189,DRV-013,TRK-010,273.4,37.5,7.29,2024-08-17 07:42:00,2024-08-17 13:06:28.048239,True
TRP-000190,LD-000190,DRV-013,TRK-005,169.7,22.84,7.43,2024-08-17 06:32:00,2024-08-17 09:54:01.053726,True
TRP-000191,LD-000191,DRV-014,TRK-003,168.0,23.11,7.27,2024-08-17 06:23:00,2024-08-17 09:44:15.598546,True
TRP-000192,LD-000192,DRV-004,TRK-002,76.5,10.21,7.49,2024-08-19 07:09:00,2024-08-19 08:39:50.112431,True
TRP-000193,LD-000193,DRV-010,TRK-008,172.6,24.87,6.94,2024-08-19 04:08:00,2024-08-19 07:23:42.420125,True
TRP-000194,LD-000194,DRV-012,TRK-003,78.9,11.71,6.74,2024-08-19 04:24:00,2024-08-19 05:54:59.505304,True
TRP-000195,LD-000195,DRV-008,TRK-004,265.6,40.18,6.61,2024-08-19 07:01:00,2024-08-19 12:20:49.462643,True
TRP-000196,LD-000196,DRV-014,TRK-001,75.1,10.49,7.16,2024-08-19 07:28:00,2024-08-19 08:56:16.811264,True
TRP-000197,LD-000197,DRV-010,TRK-003,171.9,25.06,6.86,2024-08-19 04:32:00,2024-08-19 07:43:53.274523,True
TRP-000198,LD-000198,DRV-012,TRK-010,174.2,25.77,6.76,2024-08-19 04:00:00,2024-08-19 07:15:49.746793,False
TRP-000199,LD-000199,DRV-001,TRK-006,271.6,54.32,5.0,2024-08-20 04:54:00,2024-08-20 10:17:49.090662,False
TRP-000200,LD-000200,DRV-012,TRK-006,271.5,50.37,5.39,2024-08-20 05:07:00,2024-08-20 10:25:07.524871,False
TRP-000201,LD-000201,DRV-003,TRK-009,271.7,36.72,7.4,2024-08-20 07:51:00,2024-08-20 13:01:12.582264,True
TRP-000202,LD-000202,DRV-012,TRK-006,284.1,54.53,5.21,2024-08-20 09:36:00,2024-08-20 14:52:53.876535,True
TRP-000203,LD-000203,DRV-003,TRK-007,173.3,24.72,7.01,2024-08-20 08:03:00,2024-08-20 11:39:12.323170,False
TRP-000204,LD-000204,DRV-007,TRK-007,272.7,42.02,6.49,2024-08-20 07:51:00,2024-08-20 13:02:09.458066,True
