load_id,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status
LOAD-000081,CUST-002,LUB-ABQ-VAN,2025-05-26,refrigerated,34085,715.37,110.76,delivered
LOAD-000082,CUST-002,AMA-LUB-VAN,2025-12-05,refrigerated,36548,314.55,66.91,delivered
LOAD-000083,CUST-002,AMA-LUB-VAN,2024-07-25,refrigerated,37535,323.48,51.78,delivered
LOAD-000084,CUST-004,AMA-DEN-REEFER,2025-04-02,refrigerated,40362,886.88,235.01,cancelled
LOAD-000085,CUST-005,AMA-HFD-AG,2026-05-10,dry_bulk_ag,40747,167.31,20.14,delivered
LOAD-000086,CUST-003,AMA-HFD-AG,2026-04-18,dry_bulk_ag,44713,152.13,16.78,delivered
LOAD-000087,CUST-001,AMA-LUB-VAN,2024-07-06,refrigerated,41591,310.06,61.25,delivered
LOAD-000088,CUST-003,AMA-HFD-AG,2024-09-05,dry_bulk_ag,30825,152.11,14.69,delivered
LOAD-000089,CUST-005,AMA-HFD-AG,2025-04-18,dry_bulk_ag,32902,163.36,15.55,delivered
LOAD-000090,CUST-006,AMA-OKC-VAN,2026-04-11,dry_van,32507,625.77,84.56,delivered
LOAD-000091,CUST-006,AMA-OKC-VAN,2026-05-12,dry_van,30116,580.61,78.56,delivered
LOAD-000092,CUST-006,AMA-OKC-BACKHAUL,2026-04-01,dry_van,32840,470.94,107.53,delivered
LOAD-000093,CUST-005,AMA-HFD-AG,2024-11-13,dry_bulk_ag,42902,156.74,21.52,delivered
LOAD-000094,CUST-003,AMA-HFD-AG,2025-04-24,dry_bulk_ag,33537,155.35,14.74,delivered
LOAD-000095,CUST-002,LUB-ABQ-VAN,2025-06-05,refrigerated,38920,703.81,88.32,delivered
LOAD-000096,CUST-002,LUB-ABQ-VAN,2024-10-17,refrigerated,31086,640.99,152.79,delivered
LOAD-000097,CUST-006,AMA-OKC-VAN,2026-06-01,dry_van,38080,642.69,130.24,delivered
LOAD-000098,CUST-004,AMA-DEN-REEFER,2026-06-17,refrigerated,40346,884.91,127.01,delivered
LOAD-000099,CUST-004,DEN-AMA-BACKHAUL,2024-07-17,refrigerated,43407,847.84,154.22,delivered
LOAD-000100,CUST-006,AMA-OKC-BACKHAUL,2024-07-29,dry_van,41679,499.24,119.02,delivered
LOAD-000101,CUST-005,AMA-HFD-AG,2025-11-17,dry_bulk_ag,33760,152.62,17.03,delivered
LOAD-000102,CUST-002,LUB-ABQ-VAN,2025-02-02,refrigerated,35485,699.96,110.19,delivered
LOAD-000103,CUST-004,AMA-DEN-REEFER,2024-08-29,refrigerated,34740,933.69,195.7,delivered
LOAD-000104,CUST-005,PLV-AMA-AG,2024-12-16,dry_bulk_ag,29475,190.32,29.58,delivered
LOAD-000105,CUST-004,AMA-DEN-REEFER,2026-03-05,refrigerated,39766,968.37,145.15,delivered
LOAD-000106,CUST-005,PLV-AMA-AG,2024-07-13,dry_bulk_ag,28718,197.58,34.61,delivered
LOAD-000107,CUST-004,DEN-AMA-BACKHAUL,2024-11-16,refrigerated,39425,880.96,227.66,delivered
LOAD-000108,CUST-003,AMA-HFD-AG,2026-02-18,dry_bulk_ag,39828,164.81,24.89,delivered
LOAD-000109,CUST-004,DEN-AMA-BACKHAUL,2025-11-16,refrigerated,43640,879.45,154.22,delivered
LOAD-000110,CUST-004,DEN-AMA-BACKHAUL,2025-07-07,refrigerated,39764,814.54,155.52,delivered
LOAD-000111,CUST-006,AMA-OKC-BACKHAUL,2024-12-13,dry_van,29459,473.74,107.01,delivered
LOAD-000112,CUST-006,AMA-OKC-VAN,2024-09-11,dry_van,32795,629.36,139.11,delivered
LOAD-000113,CUST-003,PLV-AMA-AG,2025-07-29,dry_bulk_ag,40890,195.36,24.55,delivered
LOAD-000114,CUST-004,AMA-DEN-REEFER,2025-08-04,refrigerated,40134,979.11,153.36,delivered
LOAD-000115,CUST-005,PLV-AMA-AG,2024-11-18,dry_bulk_ag,34331,192.36,35.22,delivered
LOAD-000116,CUST-001,AMA-OKC-BACKHAUL,2025-02-04,refrigerated,29110,517.3,77.52,delivered
LOAD-000117,CUST-004,DEN-AMA-BACKHAUL,2024-09-14,refrigerated,41278,874.48,219.02,delivered
LOAD-000118,CUST-003,PLV-AMA-AG,2026-04-10,dry_bulk_ag,31409,206.24,29.72,cancelled
LOAD-000119,CUST-006,AMA-OKC-VAN,2024-09-04,dry_van,43455,624.79,137.29,delivered
LOAD-000120,CUST-002,LUB-ABQ-VAN,2025-11-10,refrigerated,30432,647.98,88.04,delivered
LOAD-000121,CUST-003,PLV-AMA-AG,2026-01-05,dry_bulk_ag,36053,210.1,30.6,delivered
LOAD-000122,CUST-006,AMA-OKC-BACKHAUL,2025-01-08,dry_van,28273,510.51,125.02,delivered
LOAD-000123,CUST-006,AMA-OKC-VAN,2026-03-24,dry_van,41217,605.69,134.15,delivered
LOAD-000124,CUST-006,AMA-OKC-BACKHAUL,2024-11-04,dry_van,39978,498.72,98.4,delivered
LOAD-000125,CUST-003,AMA-HFD-AG,2025-12-07,dry_bulk_ag,43391,159.08,22.75,delivered
LOAD-000126,CUST-003,PLV-AMA-AG,2025-03-25,dry_bulk_ag,43684,205.12,22.24,delivered
LOAD-000127,CUST-004,DEN-AMA-BACKHAUL,2025-08-30,refrigerated,44743,839.34,206.06,delivered
LOAD-000128,CUST-001,AMA-LUB-VAN,2025-04-08,refrigerated,34410,325.39,35.67,delivered
LOAD-000129,CUST-001,AMA-OKC-BACKHAUL,2025-02-18,refrigerated,32220,473.15,90.31,delivered
LOAD-000130,CUST-005,PLV-AMA-AG,2026-01-20,dry_bulk_ag,28903,206.67,30.4,delivered
LOAD-000131,CUST-002,LUB-ABQ-VAN,2026-06-11,refrigerated,34681,677.77,89.74,delivered
LOAD-000132,CUST-004,DEN-AMA-BACKHAUL,2025-08-10,refrigerated,41658,883.84,159.84,cancelled
LOAD-000133,CUST-005,AMA-HFD-AG,2024-12-15,dry_bulk_ag,37406,156.5,21.83,delivered
LOAD-000134,CUST-001,AMA-LUB-VAN,2026-01-14,refrigerated,43994,300.17,54.61,delivered
LOAD-000135,CUST-001,AMA-OKC-BACKHAUL,2025-06-19,refrigerated,43733,517.96,101.27,delivered
LOAD-000136,CUST-004,AMA-DEN-REEFER,2025-08-27,refrigerated,44718,927.29,147.31,delivered
LOAD-000137,CUST-005,AMA-HFD-AG,2025-02-27,dry_bulk_ag,41644,152.45,24.48,delivered
LOAD-000138,CUST-005,AMA-HFD-AG,2026-01-21,dry_bulk_ag,35135,164.08,23.41,delivered
LOAD-000139,CUST-001,AMA-OKC-VAN,2024-09-15,refrigerated,30505,641.46,121.63,delivered
LOAD-000140,CUST-005,AMA-HFD-AG,2026-04-17,dry_bulk_ag,28032,152.48,14.43,delivered
LOAD-000141,CUST-001,AMA-LUB-VAN,2025-03-28,refrigerated,35302,301.98,37.15,delivered
LOAD-000142,CUST-001,AMA-OKC-VAN,2025-09-02,refrigerated,43180,609.74,96.05,delivered
LOAD-000143,CUST-002,AMA-LUB-VAN,2026-03-09,refrigerated,28815,308.27,63.84,delivered
LOAD-000144,CUST-001,AMA-OKC-BACKHAUL,2024-08-19,refrigerated,40864,466.53,103.09,delivered
LOAD-000145,CUST-004,DEN-AMA-BACKHAUL,2024-07-05,refrigerated,41694,837.45,177.98,delivered
LOAD-000146,CUST-003,PLV-AMA-AG,2025-01-19,dry_bulk_ag,35863,203.22,28.02,delivered
LOAD-000147,CUST-001,AMA-LUB-VAN,2025-07-11,refrigerated,41892,295.59,35.05,delivered
LOAD-000148,CUST-005,PLV-AMA-AG,2025-06-04,dry_bulk_ag,29189,190.98,26.38,delivered
LOAD-000149,CUST-005,PLV-AMA-AG,2025-12-25,dry_bulk_ag,35969,195.68,32.98,delivered
LOAD-000150,CUST-004,DEN-AMA-BACKHAUL,2026-01-12,refrigerated,34156,826.89,174.53,delivered
LOAD-000151,CUST-005,AMA-HFD-AG,2024-09-18,dry_bulk_ag,32879,157.8,20.45,delivered
LOAD-000152,CUST-001,AMA-OKC-BACKHAUL,2025-11-26,refrigerated,42103,492.5,115.88,delivered
LOAD-000153,CUST-001,AMA-LUB-VAN,2025-06-29,refrigerated,33300,326.59,49.94,delivered
LOAD-000154,CUST-006,AMA-OKC-VAN,2025-01-11,dry_van,37600,586.55,120.32,delivered
LOAD-000155,CUST-001,AMA-LUB-VAN,2026-03-08,refrigerated,33075,314.36,35.05,delivered
LOAD-000156,CUST-001,AMA-OKC-BACKHAUL,2025-12-21,refrigerated,43031,521.08,115.36,delivered
LOAD-000157,CUST-005,PLV-AMA-AG,2025-01-11,dry_bulk_ag,35012,191.46,24.21,delivered
LOAD-000158,CUST-005,AMA-HFD-AG,2025-11-24,dry_bulk_ag,30299,153.27,26.11,delivered
LOAD-000159,CUST-003,AMA-HFD-AG,2025-06-30,dry_bulk_ag,31662,166.56,18.31,delivered
LOAD-000160,CUST-003,PLV-AMA-AG,2025-03-22,dry_bulk_ag,35916,202.26,27.2,delivered
LOAD-000161,CUST-003,AMA-HFD-AG,2025-05-23,dry_bulk_ag,30186,151.72,19.02,delivered
LOAD-000162,CUST-001,AMA-LUB-VAN,2024-12-21,refrigerated,36269,325.88,50.55,delivered
LOAD-000163,CUST-004,DEN-AMA-BACKHAUL,2026-04-03,refrigerated,31881,848.86,227.66,delivered
LOAD-000164,CUST-001,AMA-OKC-VAN,2026-04-26,refrigerated,33288,585.2,139.9,delivered
LOAD-000165,CUST-005,PLV-AMA-AG,2024-11-05,dry_bulk_ag,42296,205.34,22.3,delivered
LOAD-000166,CUST-001,AMA-OKC-VAN,2024-07-18,refrigerated,35683,593.94,104.92,delivered
LOAD-000167,CUST-002,AMA-LUB-VAN,2026-02-02,refrigerated,28143,313.52,51.41,delivered
LOAD-000168,CUST-001,AMA-OKC-VAN,2025-02-13,refrigerated,44524,578.08,102.83,delivered
LOAD-000169,CUST-002,LUB-ABQ-VAN,2025-12-23,refrigerated,29870,655.48,106.22,delivered
LOAD-000170,CUST-001,AMA-OKC-BACKHAUL,2026-02-26,refrigerated,35131,508.49,92.13,delivered
LOAD-000171,CUST-004,DEN-AMA-BACKHAUL,2024-10-17,refrigerated,33344,798.37,188.78,delivered
LOAD-000172,CUST-004,AMA-DEN-REEFER,2025-12-19,refrigerated,31912,940.01,212.54,delivered
LOAD-000173,CUST-001,AMA-OKC-VAN,2024-07-06,refrigerated,36394,615.41,101.01,delivered
LOAD-000174,CUST-005,PLV-AMA-AG,2026-04-26,dry_bulk_ag,28853,197.57,36.45,delivered
LOAD-000175,CUST-003,PLV-AMA-AG,2025-05-11,dry_bulk_ag,33180,212.5,25.98,delivered
LOAD-000176,CUST-004,DEN-AMA-BACKHAUL,2024-12-16,refrigerated,34952,807.72,197.86,delivered
LOAD-000177,CUST-001,AMA-OKC-BACKHAUL,2025-05-24,refrigerated,37742,491.26,139.37,delivered
LOAD-000178,CUST-006,AMA-OKC-VAN,2025-10-05,dry_van,36546,577.17,98.14,delivered
LOAD-000179,CUST-006,AMA-OKC-VAN,2026-02-23,dry_van,44438,640.5,104.14,delivered
LOAD-000180,CUST-004,AMA-DEN-REEFER,2024-12-24,refrigerated,29446,894.46,163.3,delivered
LOAD-000181,CUST-006,AMA-OKC-VAN,2024-07-10,dry_van,33298,585.0,140.16,delivered
LOAD-000182,CUST-001,AMA-OKC-VAN,2025-06-21,refrigerated,40491,648.4,78.82,delivered
LOAD-000183,CUST-002,AMA-LUB-VAN,2026-03-04,refrigerated,33989,295.67,53.87,delivered
LOAD-000184,CUST-002,LUB-ABQ-VAN,2026-02-23,refrigerated,35329,649.34,130.07,delivered
LOAD-000185,CUST-001,AMA-OKC-BACKHAUL,2026-01-24,refrigerated,38085,467.86,93.96,delivered
LOAD-000186,CUST-003,PLV-AMA-AG,2026-04-15,dry_bulk_ag,32569,197.77,36.18,delivered
LOAD-000187,CUST-001,AMA-OKC-VAN,2024-11-09,refrigerated,38631,636.07,87.44,delivered
LOAD-000188,CUST-002,AMA-LUB-VAN,2024-12-13,refrigerated,38483,311.34,66.91,delivered
LOAD-000189,CUST-005,AMA-HFD-AG,2024-08-01,dry_bulk_ag,41357,165.02,17.7,delivered
LOAD-000190,CUST-002,LUB-ABQ-VAN,2025-08-02,refrigerated,37044,646.97,98.26,delivered
LOAD-000191,CUST-004,AMA-DEN-REEFER,2025-04-08,refrigerated,34774,930.56,180.58,delivered
LOAD-000192,CUST-001,AMA-OKC-VAN,2025-12-09,refrigerated,29504,649.93,141.46,delivered
LOAD-000193,CUST-001,AMA-LUB-VAN,2025-01-07,refrigerated,33936,295.82,60.52,delivered
LOAD-000194,CUST-001,AMA-OKC-BACKHAUL,2025-10-09,refrigerated,43736,472.64,87.96,delivered
LOAD-000195,CUST-002,LUB-ABQ-VAN,2026-02-23,refrigerated,34818,699.04,104.23,delivered
LOAD-000196,CUST-002,LUB-ABQ-VAN,2025-05-16,refrigerated,37646,658.92,138.88,delivered
LOAD-000197,CUST-004,AMA-DEN-REEFER,2024-10-22,refrigerated,34823,901.38,181.44,delivered
LOAD-000198,CUST-002,LUB-ABQ-VAN,2025-01-14,refrigerated,34037,685.84,122.97,delivered
LOAD-000199,CUST-005,PLV-AMA-AG,2026-06-01,dry_bulk_ag,41196,210.15,33.52,delivered
LOAD-000200,CUST-002,AMA-LUB-VAN,2025-12-29,refrigerated,38585,313.2,60.02,delivered
LOAD-000201,CUST-006,AMA-OKC-VAN,2025-10-17,dry_van,43881,603.98,134.41,delivered
LOAD-000202,CUST-001,AMA-LUB-VAN,2025-11-06,refrigerated,31446,315.09,49.32,delivered
LOAD-000203,CUST-002,AMA-LUB-VAN,2025-05-04,refrigerated,28914,306.77,61.87,delivered
LOAD-000204,CUST-003,PLV-AMA-AG,2025-12-27,dry_bulk_ag,39629,199.9,30.67,delivered
LOAD-000205,CUST-006,AMA-OKC-VAN,2026-05-13,dry_van,37489,645.46,85.61,delivered
LOAD-000206,CUST-005,AMA-HFD-AG,2025-10-24,dry_bulk_ag,39330,155.27,19.94,delivered
LOAD-000207,CUST-001,AMA-OKC-BACKHAUL,2024-07-28,refrigerated,40283,505.97,105.18,delivered
LOAD-000208,CUST-002,AMA-LUB-VAN,2024-10-02,refrigerated,44348,327.45,41.08,delivered
LOAD-000209,CUST-005,AMA-HFD-AG,2025-04-09,dry_bulk_ag,32828,166.0,26.16,delivered
LOAD-000210,CUST-004,AMA-DEN-REEFER,2025-07-18,refrigerated,35120,979.41,142.99,delivered
LOAD-000211,CUST-004,DEN-AMA-BACKHAUL,2024-07-18,refrigerated,43731,849.39,174.1,delivered
LOAD-000212,CUST-004,AMA-DEN-REEFER,2024-09-24,refrigerated,32116,887.08,131.76,delivered
LOAD-000213,CUST-006,AMA-OKC-VAN,2025-08-26,dry_van,38282,648.08,85.35,delivered
LOAD-000214,CUST-002,AMA-LUB-VAN,2025-02-01,refrigerated,31121,296.21,48.83,delivered
LOAD-000215,CUST-002,LUB-ABQ-VAN,2025-06-22,refrigerated,39622,675.73,111.33,delivered
LOAD-000216,CUST-003,PLV-AMA-AG,2024-08-28,dry_bulk_ag,42819,190.88,33.12,delivered
LOAD-000217,CUST-001,AMA-OKC-VAN,2025-09-03,refrigerated,39643,622.01,142.51,delivered
LOAD-000218,CUST-003,AMA-HFD-AG,2024-07-09,dry_bulk_ag,43097,148.76,27.64,delivered
LOAD-000219,CUST-003,AMA-HFD-AG,2024-07-25,dry_bulk_ag,40085,165.65,27.18,delivered
LOAD-000220,CUST-003,PLV-AMA-AG,2026-04-03,dry_bulk_ag,36119,191.91,36.11,delivered
LOAD-000221,CUST-002,AMA-LUB-VAN,2024-09-08,refrigerated,37528,302.41,52.64,delivered
LOAD-000222,CUST-002,LUB-ABQ-VAN,2025-04-09,refrigerated,40088,647.67,150.52,delivered
LOAD-000223,CUST-003,PLV-AMA-AG,2024-11-25,dry_bulk_ag,31054,191.33,25.7,delivered
LOAD-000224,CUST-003,PLV-AMA-AG,2024-10-29,dry_bulk_ag,37287,195.65,30.67,delivered
LOAD-000225,CUST-004,DEN-AMA-BACKHAUL,2024-09-01,refrigerated,31308,805.02,135.22,delivered
LOAD-000226,CUST-001,AMA-OKC-VAN,2024-09-27,refrigerated,35224,644.07,77.26,delivered
LOAD-000227,CUST-001,AMA-LUB-VAN,2025-08-26,refrigerated,37496,301.26,60.52,delivered
LOAD-000228,CUST-001,AMA-LUB-VAN,2026-03-22,refrigerated,34550,308.94,40.1,delivered
LOAD-000229,CUST-002,LUB-ABQ-VAN,2024-10-10,refrigerated,28831,662.27,133.76,delivered
LOAD-000230,CUST-002,LUB-ABQ-VAN,2024-10-23,refrigerated,40724,650.83,134.33,delivered
LOAD-000231,CUST-004,DEN-AMA-BACKHAUL,2026-06-08,refrigerated,31335,836.98,188.78,delivered
LOAD-000232,CUST-003,AMA-HFD-AG,2025-08-27,dry_bulk_ag,41811,163.22,22.9,delivered
LOAD-000233,CUST-002,LUB-ABQ-VAN,2026-02-11,refrigerated,41181,708.9,82.36,delivered
LOAD-000234,CUST-006,AMA-OKC-BACKHAUL,2025-08-05,dry_van,28705,474.99,139.9,delivered
LOAD-000235,CUST-003,PLV-AMA-AG,2025-08-08,dry_bulk_ag,33138,197.56,22.3,delivered
LOAD-000236,CUST-006,AMA-OKC-BACKHAUL,2026-02-22,dry_van,44313,483.4,84.83,delivered
LOAD-000237,CUST-004,DEN-AMA-BACKHAUL,2025-01-09,refrigerated,31577,828.64,223.78,delivered
LOAD-000238,CUST-001,AMA-LUB-VAN,2025-11-16,refrigerated,38584,323.98,52.64,delivered
LOAD-000239,CUST-004,AMA-DEN-REEFER,2024-11-10,refrigerated,38172,936.38,205.2,delivered
LOAD-000240,CUST-002,AMA-LUB-VAN,2025-02-11,refrigerated,32814,329.99,54.0,delivered
LOAD-000241,CUST-001,AMA-OKC-BACKHAUL,2025-04-13,refrigerated,35361,498.09,115.36,delivered
LOAD-000242,CUST-005,AMA-HFD-AG,2026-06-16,dry_bulk_ag,40013,164.54,22.08,delivered
LOAD-000243,CUST-001,AMA-OKC-VAN,2025-04-15,refrigerated,33365,619.02,81.95,delivered
LOAD-000244,CUST-004,AMA-DEN-REEFER,2024-08-23,refrigerated,35867,983.72,162.86,delivered
LOAD-000245,CUST-002,AMA-LUB-VAN,2024-07-08,refrigerated,30509,311.1,62.48,delivered
LOAD-000246,CUST-001,AMA-LUB-VAN,2025-03-17,refrigerated,34108,332.06,49.69,delivered
LOAD-000247,CUST-003,AMA-HFD-AG,2025-04-14,dry_bulk_ag,32276,154.96,16.88,delivered
LOAD-000248,CUST-005,AMA-HFD-AG,2025-03-12,dry_bulk_ag,44766,155.87,23.26,delivered
LOAD-000249,CUST-003,PLV-AMA-AG,2025-12-25,dry_bulk_ag,39852,193.65,32.1,delivered
