event_id,load_id,trip_id,facility_type,scheduled_time,actual_time,detention_minutes,on_time
EVT-000038,LOAD-000020,TRIP-000019,consignee,2025-10-14 09:37:40,2025-10-14 10:09:40,32,0
EVT-000039,LOAD-000021,TRIP-000020,shipper,2024-12-21 08:43:00,2024-12-21 08:59:00,9,1
EVT-000040,LOAD-000021,TRIP-000020,consignee,2024-12-21 10:00:19,2024-12-21 10:26:19,20,1
EVT-000041,LOAD-000022,TRIP-000021,shipper,2025-09-25 08:56:00,2025-09-25 09:15:00,16,1
EVT-000042,LOAD-000022,TRIP-000021,consignee,2025-09-25 13:52:36,2025-09-25 14:05:36,15,1
EVT-000043,LOAD-000023,TRIP-000022,shipper,2025-05-07 08:33:00,2025-05-07 08:55:00,16,1
EVT-000044,LOAD-000023,TRIP-000022,consignee,2025-05-07 11:08:53,2025-05-07 11:19:53,6,1
EVT-000045,LOAD-000024,TRIP-000023,shipper,2024-07-11 08:29:00,2024-07-11 08:44:00,7,1
EVT-000046,LOAD-000024,TRIP-000023,consignee,2024-07-11 13:15:08,2024-07-11 13:34:08,13,1
EVT-000047,LOAD-000025,TRIP-000024,shipper,2026-01-20 04:42:00,2026-01-20 04:42:00,2,1
EVT-000048,LOAD-000025,TRIP-000024,consignee,2026-01-20 05:31:38,2026-01-20 05:45:38,15,1
EVT-000049,LOAD-000026,TRIP-000025,shipper,2024-11-15 07:33:00,2024-11-15 07:52:00,15,1
EVT-000050,LOAD-000026,TRIP-000025,consignee,2024-11-15 08:32:58,2024-11-15 09:02:58,23,0
EVT-000051,LOAD-000027,TRIP-000026,shipper,2025-03-19 07:24:00,2025-03-19 08:22:00,56,0
EVT-000052,LOAD-000027,TRIP-000026,consignee,2025-03-19 09:47:06,2025-03-19 10:40:06,52,0
EVT-000053,LOAD-000028,TRIP-000027,shipper,2025-10-16 05:22:00,2025-10-16 05:40:00,13,1
EVT-000054,LOAD-000028,TRIP-000027,consignee,2025-10-16 06:16:34,2025-10-16 06:28:34,9,1
EVT-000055,LOAD-000029,TRIP-000028,shipper,2026-01-31 08:18:00,2026-01-31 08:40:00,18,1
EVT-000056,LOAD-000029,TRIP-000028,consignee,2026-01-31 09:34:12,2026-01-31 09:32:12,1,1
EVT-000057,LOAD-000030,TRIP-000029,shipper,2025-08-22 06:57:00,2025-08-22 07:03:00,8,1
EVT-000058,LOAD-000030,TRIP-000029,consignee,2025-08-22 12:00:33,2025-08-22 11:58:33,0,1
EVT-000059,LOAD-000031,TRIP-000030,shipper,2026-04-18 08:52:00,2026-04-18 08:54:00,5,1
EVT-000060,LOAD-000031,TRIP-000030,consignee,2026-04-18 16:35:00,2026-04-18 16:56:00,22,0
EVT-000061,LOAD-000032,TRIP-000031,shipper,2024-10-09 07:39:00,2024-10-09 07:52:00,14,1
EVT-000062,LOAD-000032,TRIP-000031,consignee,2024-10-09 12:42:41,2024-10-09 12:58:41,10,1
EVT-000063,LOAD-000033,TRIP-000032,shipper,2025-11-11 08:32:00,2025-11-11 08:46:00,8,1
EVT-000064,LOAD-000033,TRIP-000032,consignee,2025-11-11 16:20:24,2025-11-11 16:46:24,21,0
EVT-000065,LOAD-000034,TRIP-000033,shipper,2026-06-09 07:21:00,2026-06-09 07:48:00,19,1
EVT-000066,LOAD-000034,TRIP-000033,consignee,2026-06-09 12:42:30,2026-06-09 12:49:30,7,1
EVT-000067,LOAD-000035,TRIP-000034,shipper,2025-05-06 06:46:00,2025-05-06 07:02:00,8,1
EVT-000068,LOAD-000035,TRIP-000034,consignee,2025-05-06 08:26:25,2025-05-06 08:33:25,3,1
EVT-000069,LOAD-000036,TRIP-000035,shipper,2026-03-25 05:25:00,2026-03-25 06:20:00,52,0
EVT-000070,LOAD-000036,TRIP-000035,consignee,2026-03-25 11:26:34,2026-03-25 12:27:34,56,0
EVT-000071,LOAD-000037,TRIP-000036,shipper,2025-08-05 05:00:00,2025-08-05 05:48:00,46,0
EVT-000072,LOAD-000037,TRIP-000036,consignee,2025-08-05 10:32:10,2025-08-05 11:22:10,43,0
EVT-000073,LOAD-000038,TRIP-000037,shipper,2025-04-12 07:32:00,2025-04-12 07:32:00,0,1
EVT-000074,LOAD-000038,TRIP-000037,consignee,2025-04-12 12:35:35,2025-04-12 12:50:35,11,1
EVT-000075,LOAD-000039,TRIP-000038,shipper,2025-02-07 05:54:00,2025-02-07 06:14:00,13,1
EVT-000076,LOAD-000039,TRIP-000038,consignee,2025-02-07 14:29:02,2025-02-07 14:49:02,18,1
EVT-000077,LOAD-000040,TRIP-000039,shipper,2025-03-15 09:36:00,2025-03-15 10:26:00,52,0
EVT-000078,LOAD-000040,TRIP-000039,consignee,2025-03-15 12:16:51,2025-03-15 13:01:51,46,0
EVT-000079,LOAD-000041,TRIP-000040,shipper,2026-06-22 07:22:00,2026-06-22 07:29:00,9,1
EVT-000080,LOAD-000041,TRIP-000040,consignee,2026-06-22 12:16:16,2026-06-22 12:27:16,12,1
EVT-000081,LOAD-000042,TRIP-000041,shipper,2025-06-18 06:20:00,2025-06-18 06:28:00,9,1
EVT-000082,LOAD-000042,TRIP-000041,consignee,2025-06-18 08:31:27,2025-06-18 08:31:27,2,1
EVT-000083,LOAD-000043,TRIP-000042,shipper,2026-03-16 05:13:00,2026-03-16 05:30:00,9,1
EVT-000084,LOAD-000043,TRIP-000042,consignee,2026-03-16 06:11:09,2026-03-16 06:33:09,14,1
EVT-000085,LOAD-000044,TRIP-000043,shipper,2025-01-08 04:59:00,2025-01-08 05:06:00,9,1
EVT-000086,LOAD-000044,TRIP-000043,consignee,2025-01-08 12:42:41,2025-01-08 12:55:41,5,1
EVT-000087,LOAD-000045,TRIP-000044,shipper,2026-03-04 05:12:00,2026-03-04 05:23:00,7,1
EVT-000088,LOAD-000045,TRIP-000044,consignee,2026-03-04 10:27:50,2026-03-04 10:38:50,12,1
EVT-000089,LOAD-000046,TRIP-000045,shipper,2025-11-07 05:26:00,2025-11-07 05:46:00,17,1
EVT-000090,LOAD-000046,TRIP-000045,consignee,2025-11-07 10:48:23,2025-11-07 11:06:23,13,1
EVT-000091,LOAD-000047,TRIP-000046,shipper,2024-09-02 07:37:00,2024-09-02 07:55:00,10,1
EVT-000092,LOAD-000047,TRIP-000046,consignee,2024-09-02 12:34:52,2024-09-02 12:50:52,13,1
EVT-000093,LOAD-000048,TRIP-000047,shipper,2026-02-14 07:04:00,2026-02-14 07:49:00,42,0
EVT-000094,LOAD-000048,TRIP-000047,consignee,2026-02-14 12:11:43,2026-02-14 12:45:43,37,0
EVT-000095,LOAD-000049,TRIP-000048,shipper,2026-02-16 05:49:00,2026-02-16 05:51:00,0,1
EVT-000096,LOAD-000049,TRIP-000048,consignee,2026-02-16 11:02:22,2026-02-16 11:14:22,8,1
EVT-000097,LOAD-000050,TRIP-000049,shipper,2025-04-26 06:33:00,2025-04-26 07:30:00,59,0
EVT-000098,LOAD-000050,TRIP-000049,consignee,2025-04-26 08:53:20,2025-04-26 09:22:20,32,0
EVT-000099,LOAD-000051,TRIP-000050,shipper,2025-03-12 07:04:00,2025-03-12 08:03:00,51,0
EVT-000100,LOAD-000051,TRIP-000050,consignee,2025-03-12 12:24:06,2025-03-12 13:22:06,51,0
EVT-000101,LOAD-000052,TRIP-000051,shipper,2026-04-18 09:33:00,2026-04-18 09:49:00,13,1
EVT-000102,LOAD-000052,TRIP-000051,consignee,2026-04-18 11:39:43,2026-04-18 11:59:43,16,1
EVT-000103,LOAD-000053,TRIP-000052,shipper,2025-11-24 08:39:00,2025-11-24 08:57:00,13,1
EVT-000104,LOAD-000053,TRIP-000052,consignee,2025-11-24 13:15:40,2025-11-24 13:24:40,2,1
EVT-000105,LOAD-000054,TRIP-000053,shipper,2025-07-24 06:25:00,2025-07-24 06:42:00,10,1
EVT-000106,LOAD-000054,TRIP-000053,consignee,2025-07-24 07:40:51,2025-07-24 07:54:51,11,1
EVT-000107,LOAD-000055,TRIP-000054,shipper,2025-12-24 07:28:00,2025-12-24 07:41:00,8,1
EVT-000108,LOAD-000055,TRIP-000054,consignee,2025-12-24 15:27:34,2025-12-24 15:34:34,4,1
EVT-000109,LOAD-000056,TRIP-000055,shipper,2025-01-18 06:38:00,2025-01-18 07:31:00,49,0
EVT-000110,LOAD-000056,TRIP-000055,consignee,2025-01-18 08:55:15,2025-01-18 09:48:15,52,0
EVT-000111,LOAD-000057,TRIP-000056,shipper,2025-01-21 06:53:00,2025-01-21 07:08:00,7,1
EVT-000112,LOAD-000057,TRIP-000056,consignee,2025-01-21 16:08:25,2025-01-21 16:23:25,15,1
EVT-000113,LOAD-000058,TRIP-000057,shipper,2024-07-14 06:21:00,2024-07-14 07:02:00,38,0
EVT-000114,LOAD-000058,TRIP-000057,consignee,2024-07-14 08:39:18,2024-07-14 09:28:18,44,0
EVT-000115,LOAD-000059,TRIP-000058,shipper,2025-07-03 09:15:00,2025-07-03 09:40:00,18,1
EVT-000116,LOAD-000059,TRIP-000058,consignee,2025-07-03 13:47:38,2025-07-03 13:52:38,1,1
EVT-000117,LOAD-000060,TRIP-000059,shipper,2026-04-10 07:39:00,2026-04-10 07:50:00,7,1
EVT-000118,LOAD-000060,TRIP-000059,consignee,2026-04-10 08:44:05,2026-04-10 09:08:05,16,1
EVT-000119,LOAD-000061,TRIP-000060,shipper,2024-09-11 06:43:00,2024-09-11 07:01:00,21,0
EVT-000120,LOAD-000061,TRIP-000060,consignee,2024-09-11 07:46:20,2024-09-11 07:57:20,6,1
EVT-000121,LOAD-000062,TRIP-000061,shipper,2024-11-05 08:37:00,2024-11-05 08:43:00,3,1
EVT-000122,LOAD-000062,TRIP-000061,consignee,2024-11-05 17:20:10,2024-11-05 17:40:10,13,1
EVT-000123,LOAD-000063,TRIP-000062,shipper,2025-05-03 05:40:00,2025-05-03 05:43:00,6,1
EVT-000124,LOAD-000063,TRIP-000062,consignee,2025-05-03 10:18:19,2025-05-03 10:23:19,2,1
EVT-000125,LOAD-000064,TRIP-000063,shipper,2026-05-25 08:22:00,2026-05-25 09:26:00,59,0
EVT-000126,LOAD-000064,TRIP-000063,consignee,2026-05-25 13:33:45,2026-05-25 14:19:45,40,0
EVT-000127,LOAD-000065,TRIP-000064,shipper,2026-04-04 07:19:00,2026-04-04 07:31:00,15,1
EVT-000128,LOAD-000065,TRIP-000064,consignee,2026-04-04 09:48:34,2026-04-04 09:51:34,2,1
EVT-000129,LOAD-000066,TRIP-000065,shipper,2025-11-24 07:36:00,2025-11-24 07:43:00,9,1
EVT-000130,LOAD-000066,TRIP-000065,consignee,2025-11-24 15:35:52,2025-11-24 15:51:52,10,1
EVT-000131,LOAD-000067,TRIP-000066,shipper,2026-03-30 08:13:00,2026-03-30 08:21:00,7,1
EVT-000132,LOAD-000067,TRIP-000066,consignee,2026-03-30 09:28:04,2026-03-30 09:55:04,20,1
EVT-000133,LOAD-000068,TRIP-000067,shipper,2025-07-24 05:18:00,2025-07-24 05:28:00,4,1
EVT-000134,LOAD-000068,TRIP-000067,consignee,2025-07-24 09:57:50,2025-07-24 10:15:50,10,1
EVT-000135,LOAD-000069,TRIP-000068,shipper,2026-01-24 07:38:00,2026-01-24 07:49:00,6,1
EVT-000136,LOAD-000069,TRIP-000068,consignee,2026-01-24 12:24:31,2026-01-24 12:45:31,13,1
EVT-000137,LOAD-000070,TRIP-000069,shipper,2024-08-10 04:29:00,2024-08-10 04:42:00,12,1
EVT-000138,LOAD-000070,TRIP-000069,consignee,2024-08-10 05:53:15,2024-08-10 06:08:15,8,1
EVT-000139,LOAD-000071,TRIP-000070,shipper,2025-02-14 05:27:00,2025-02-14 06:09:00,45,0
EVT-000140,LOAD-000071,TRIP-000070,consignee,2025-02-14 10:32:52,2025-02-14 11:17:52,45,0
EVT-000141,LOAD-000072,TRIP-000071,shipper,2025-03-06 08:49:00,2025-03-06 08:57:00,7,1
EVT-000142,LOAD-000072,TRIP-000071,consignee,2025-03-06 17:17:50,2025-03-06 17:30:50,12,1
EVT-000143,LOAD-000073,TRIP-000072,shipper,2024-10-02 07:16:00,2024-10-02 07:31:00,11,1
EVT-000144,LOAD-000073,TRIP-000072,consignee,2024-10-02 12:40:20,2024-10-02 12:54:20,11,1
EVT-000145,LOAD-000074,TRIP-000073,shipper,2025-04-04 06:41:00,2025-04-04 07:20:00,38,0
EVT-000146,LOAD-000074,TRIP-000073,consignee,2025-04-04 12:32:26,2025-04-04 13:14:26,43,0
EVT-000147,LOAD-000075,TRIP-000074,shipper,2025-12-07 05:37:00,2025-12-07 05:50:00,13,1
EVT-000148,LOAD-000075,TRIP-000074,consignee,2025-12-07 13:44:41,2025-12-07 13:43:41,0,1
EVT-000149,LOAD-000076,TRIP-000075,shipper,2025-06-11 07:10:00,2025-06-11 07:20:00,10,1
EVT-000150,LOAD-000076,TRIP-000075,consignee,2025-06-11 12:37:31,2025-06-11 12:53:31,14,1
EVT-000151,LOAD-000077,TRIP-000076,shipper,2025-01-11 04:53:00,2025-01-11 05:17:00,19,1
EVT-000152,LOAD-000077,TRIP-000076,consignee,2025-01-11 06:24:27,2025-01-11 06:37:27,6,1
EVT-000153,LOAD-000078,TRIP-000077,shipper,2024-10-05 04:54:00,2024-10-05 05:09:00,16,1
EVT-000154,LOAD-000078,TRIP-000077,consignee,2024-10-05 06:01:56,2024-10-05 06:09:56,10,1
EVT-000155,LOAD-000080,TRIP-000078,shipper,2026-06-24 07:47:00,2026-06-24 08:03:00,9,1
EVT-000156,LOAD-000080,TRIP-000078,consignee,2026-06-24 08:50:34,2026-06-24 09:07:34,13,1
EVT-000157,LOAD-000081,TRIP-000079,shipper,2025-05-26 05:40:00,2025-05-26 06:21:00,40,0
EVT-000158,LOAD-000081,TRIP-000079,consignee,2025-05-26 11:25:35,2025-05-26 12:21:35,51,0
EVT-000159,LOAD-000082,TRIP-000080,shipper,2025-12-05 05:56:00,2025-12-05 06:45:00,52,0
EVT-000160,LOAD-000082,TRIP-000080,consignee,2025-12-05 08:37:02,2025-12-05 09:19:02,38,0
EVT-000161,LOAD-000083,TRIP-000081,shipper,2024-07-25 06:10:00,2024-07-25 06:52:00,43,0
EVT-000162,LOAD-000083,TRIP-000081,consignee,2024-07-25 08:26:09,2024-07-25 09:27:09,56,0
EVT-000163,LOAD-000085,TRIP-000082,shipper,2026-05-10 08:10:00,2026-05-10 08:17:00,9,1
EVT-000164,LOAD-000085,TRIP-000082,consignee,2026-05-10 09:22:50,2026-05-10 09:43:50,13,1
EVT-000165,LOAD-000086,TRIP-000083,shipper,2026-04-18 08:07:00,2026-04-18 08:19:00,14,1
EVT-000166,LOAD-000086,TRIP-000083,consignee,2026-04-18 09:11:18,2026-04-18 09:23:18,9,1
EVT-000167,LOAD-000087,TRIP-000084,shipper,2024-07-06 09:24:00,2024-07-06 09:35:00,5,1
EVT-000168,LOAD-000087,TRIP-000084,consignee,2024-07-06 11:51:34,2024-07-06 12:10:34,19,1
EVT-000169,LOAD-000088,TRIP-000085,shipper,2024-09-05 03:35:00,2024-09-05 03:52:00,13,1
EVT-000170,LOAD-000088,TRIP-000085,consignee,2024-09-05 04:43:23,2024-09-05 04:50:23,9,1
EVT-000171,LOAD-000089,TRIP-000086,shipper,2025-04-18 07:48:00,2025-04-18 08:06:00,12,1
EVT-000172,LOAD-000089,TRIP-000086,consignee,2025-04-18 08:58:06,2025-04-18 09:11:06,11,1
EVT-000173,LOAD-000090,TRIP-000087,shipper,2026-04-11 06:45:00,2026-04-11 06:50:00,6,1
EVT-000174,LOAD-000090,TRIP-000087,consignee,2026-04-11 11:32:58,2026-04-11 11:55:58,19,1
EVT-000175,LOAD-000091,TRIP-000088,shipper,2026-05-12 09:12:00,2026-05-12 09:26:00,7,1
EVT-000176,LOAD-000091,TRIP-000088,consignee,2026-05-12 14:50:30,2026-05-12 15:11:30,16,1
EVT-000177,LOAD-000092,TRIP-000089,shipper,2026-04-01 07:45:00,2026-04-01 07:59:00,14,1
EVT-000178,LOAD-000092,TRIP-000089,consignee,2026-04-01 12:36:35,2026-04-01 12:57:35,17,1
EVT-000179,LOAD-000093,TRIP-000090,shipper,2024-11-13 07:46:00,2024-11-13 07:52:00,5,1
EVT-000180,LOAD-000093,TRIP-000090,consignee,2024-11-13 08:31:45,2024-11-13 08:44:45,8,1
EVT-000181,LOAD-000094,TRIP-000091,shipper,2025-04-24 09:40:00,2025-04-24 09:52:00,15,1
EVT-000182,LOAD-000094,TRIP-000091,consignee,2025-04-24 10:42:12,2025-04-24 10:45:12,5,1
EVT-000183,LOAD-000095,TRIP-000092,shipper,2025-06-05 06:51:00,2025-06-05 07:39:00,49,0
EVT-000184,LOAD-000095,TRIP-000092,consignee,2025-06-05 12:42:35,2025-06-05 13:26:35,43,0
EVT-000185,LOAD-000096,TRIP-000093,shipper,2024-10-17 05:27:00,2024-10-17 06:35:00,64,0
EVT-000186,LOAD-000096,TRIP-000093,consignee,2024-10-17 10:27:55,2024-10-17 11:10:55,40,0
EVT-000187,LOAD-000097,TRIP-000094,shipper,2026-06-01 04:04:00,2026-06-01 04:15:00,5,1
EVT-000188,LOAD-000097,TRIP-000094,consignee,2026-06-01 09:19:42,2026-06-01 09:37:42,12,1
EVT-000189,LOAD-000098,TRIP-000095,shipper,2026-06-17 04:10:00,2026-06-17 04:23:00,13,1
EVT-000190,LOAD-000098,TRIP-000095,consignee,2026-06-17 13:04:46,2026-06-17 13:05:46,2,1
EVT-000191,LOAD-000099,TRIP-000096,shipper,2024-07-17 08:40:00,2024-07-17 08:39:00,0,1
EVT-000192,LOAD-000099,TRIP-000096,consignee,2024-07-17 16:37:02,2024-07-17 17:00:02,15,1
EVT-000193,LOAD-000100,TRIP-000097,shipper,2024-07-29 06:12:00,2024-07-29 06:20:00,5,1
EVT-000194,LOAD-000100,TRIP-000097,consignee,2024-07-29 10:44:53,2024-07-29 10:54:53,10,1
EVT-000195,LOAD-000101,TRIP-000098,shipper,2025-11-17 08:51:00,2025-11-17 08:55:00,5,1
EVT-000196,LOAD-000101,TRIP-000098,consignee,2025-11-17 09:27:40,2025-11-17 09:44:40,15,1
EVT-000197,LOAD-000102,TRIP-000099,shipper,2025-02-02 09:22:00,2025-02-02 10:10:00,40,0
EVT-000198,LOAD-000102,TRIP-000099,consignee,2025-02-02 15:37:05,2025-02-02 16:14:05,39,0
EVT-000199,LOAD-000103,TRIP-000100,shipper,2024-08-29 08:36:00,2024-08-29 09:01:00,24,0
EVT-000200,LOAD-000103,TRIP-000100,consignee,2024-08-29 17:18:38,2024-08-29 17:27:38,7,1
EVT-000201,LOAD-000104,TRIP-000101,shipper,2024-12-16 05:41:00,2024-12-16 06:00:00,14,1
EVT-000202,LOAD-000104,TRIP-000101,consignee,2024-12-16 06:50:05,2024-12-16 07:07:05,11,1
EVT-000203,LOAD-000105,TRIP-000102,shipper,2026-03-05 07:24:00,2026-03-05 07:44:00,15,1
EVT-000204,LOAD-000105,TRIP-000102,consignee,2026-03-05 15:04:28,2026-03-05 15:08:28,7,1
EVT-000205,LOAD-000106,TRIP-000103,shipper,2024-07-13 07:45:00,2024-07-13 07:55:00,10,1
EVT-000206,LOAD-000106,TRIP-000103,consignee,2024-07-13 08:57:01,2024-07-13 08:57:01,3,1
EVT-000207,LOAD-000107,TRIP-000104,shipper,2024-11-16 06:29:00,2024-11-16 06:40:00,13,1
EVT-000208,LOAD-000107,TRIP-000104,consignee,2024-11-16 15:43:39,2024-11-16 15:57:39,13,1
EVT-000209,LOAD-000108,TRIP-000105,shipper,2026-02-18 08:17:00,2026-02-18 08:34:00,12,1
EVT-000210,LOAD-000108,TRIP-000105,consignee,2026-02-18 09:16:56,2026-02-18 09:24:56,3,1
EVT-000211,LOAD-000109,TRIP-000106,shipper,2025-11-16 03:52:00,2025-11-16 04:15:00,22,0
EVT-000212,LOAD-000109,TRIP-000106,consignee,2025-11-16 12:14:32,2025-11-16 12:33:32,17,1
EVT-000213,LOAD-000110,TRIP-000107,shipper,2025-07-07 04:18:00,2025-07-07 04:25:00,8,1
EVT-000214,LOAD-000110,TRIP-000107,consignee,2025-07-07 12:36:44,2025-07-07 12:46:44,10,1
EVT-000215,LOAD-000111,TRIP-000108,shipper,2024-12-13 05:06:00,2024-12-13 05:23:00,19,1
EVT-000216,LOAD-000111,TRIP-000108,consignee,2024-12-13 10:39:07,2024-12-13 10:57:07,18,1
EVT-000217,LOAD-000112,TRIP-000109,shipper,2024-09-11 05:22:00,2024-09-11 05:41:00,15,1
EVT-000218,LOAD-000112,TRIP-000109,consignee,2024-09-11 11:12:54,2024-09-11 11:18:54,3,1
EVT-000219,LOAD-000113,TRIP-000110,shipper,2025-07-29 04:35:00,2025-07-29 04:42:00,9,1
EVT-000220,LOAD-000113,TRIP-000110,consignee,2025-07-29 05:51:58,2025-07-29 05:58:58,8,1
EVT-000221,LOAD-000114,TRIP-000111,shipper,2025-08-04 09:06:00,2025-08-04 09:12:00,8,1
EVT-000222,LOAD-000114,TRIP-000111,consignee,2025-08-04 17:56:19,2025-08-04 18:01:19,5,1
EVT-000223,LOAD-000115,TRIP-000112,shipper,2024-11-18 07:25:00,2024-11-18 07:31:00,9,1
EVT-000224,LOAD-000115,TRIP-000112,consignee,2024-11-18 08:55:10,2024-11-18 09:00:10,6,1
EVT-000225,LOAD-000116,TRIP-000113,shipper,2025-02-04 05:43:00,2025-02-04 05:57:00,17,1
EVT-000226,LOAD-000116,TRIP-000113,consignee,2025-02-04 10:47:44,2025-02-04 11:16:44,21,0
EVT-000227,LOAD-000117,TRIP-000114,shipper,2024-09-14 06:44:00,2024-09-14 06:56:00,6,1
EVT-000228,LOAD-000117,TRIP-000114,consignee,2024-09-14 14:32:57,2024-09-14 14:40:57,10,1
EVT-000229,LOAD-000119,TRIP-000115,shipper,2024-09-04 05:54:00,2024-09-04 06:03:00,6,1
EVT-000230,LOAD-000119,TRIP-000115,consignee,2024-09-04 11:06:54,2024-09-04 11:11:54,6,1
EVT-000231,LOAD-000120,TRIP-000116,shipper,2025-11-10 09:34:00,2025-11-10 10:08:00,36,0
EVT-000232,LOAD-000120,TRIP-000116,consignee,2025-11-10 15:05:09,2025-11-10 15:57:09,55,0
EVT-000233,LOAD-000121,TRIP-000117,shipper,2026-01-05 09:24:00,2026-01-05 09:29:00,5,1
EVT-000234,LOAD-000121,TRIP-000117,consignee,2026-01-05 11:09:53,2026-01-05 11:16:53,7,1
EVT-000235,LOAD-000122,TRIP-000118,shipper,2025-01-08 08:51:00,2025-01-08 09:11:00,17,1
EVT-000236,LOAD-000122,TRIP-000118,consignee,2025-01-08 13:58:56,2025-01-08 14:03:56,2,1
EVT-000237,LOAD-000123,TRIP-000119,shipper,2026-03-24 07:54:00,2026-03-24 07:57:00,6,1
EVT-000238,LOAD-000123,TRIP-000119,consignee,2026-03-24 13:00:27,2026-03-24 13:20:27,19,1
EVT-000239,LOAD-000124,TRIP-000120,shipper,2024-11-04 08:08:00,2024-11-04 08:21:00,8,1
EVT-000240,LOAD-000124,TRIP-000120,consignee,2024-11-04 13:28:25,2024-11-04 13:41:25,9,1
EVT-000241,LOAD-000125,TRIP-000121,shipper,2025-12-07 08:09:00,2025-12-07 08:17:00,9,1
EVT-000242,LOAD-000125,TRIP-000121,consignee,2025-12-07 08:48:39,2025-12-07 09:08:39,21,0
EVT-000243,LOAD-000126,TRIP-000122,shipper,2025-03-25 05:52:00,2025-03-25 06:01:00,9,1
EVT-000244,LOAD-000126,TRIP-000122,consignee,2025-03-25 07:21:46,2025-03-25 07:27:46,5,1
