purchase_id,trip_id,truck_id,driver_id,purchase_date,gallons,price_per_gallon,total_cost,location
FUEL-000060,TRIP-000040,TRK-036,DRV-049,2026-06-22,22.58,4.343,98.06,"Amarillo, TX"
FUEL-000061,TRIP-000041,TRK-026,DRV-011,2025-06-18,19.48,3.796,73.95,"Amarillo, TX"
FUEL-000062,TRIP-000042,TRK-030,DRV-036,2026-03-16,8.16,4.167,34.0,"Amarillo, TX"
FUEL-000063,TRIP-000043,TRK-004,DRV-013,2025-01-08,27.69,3.896,107.88,"Denver, CO"
FUEL-000064,TRIP-000043,TRK-004,DRV-013,2025-01-08,28.25,3.874,109.44,"Amarillo, TX"
FUEL-000065,TRIP-000044,TRK-003,DRV-028,2026-03-04,19.56,4.19,81.96,"Amarillo, TX"
FUEL-000066,TRIP-000044,TRK-003,DRV-028,2026-03-04,19.06,4.183,79.73,"Oklahoma City, OK"
FUEL-000067,TRIP-000045,TRK-026,DRV-022,2025-11-07,21.21,4.139,87.79,"Oklahoma City, OK"
FUEL-000068,TRIP-000045,TRK-026,DRV-022,2025-11-07,16.27,4.128,67.16,"Amarillo, TX"
FUEL-000069,TRIP-000046,TRK-001,DRV-002,2024-09-02,15.96,3.707,59.16,"Amarillo, TX"
FUEL-000070,TRIP-000046,TRK-001,DRV-002,2024-09-02,17.15,3.922,67.26,"Oklahoma City, OK"
FUEL-000071,TRIP-000047,TRK-029,DRV-013,2026-02-14,18.91,4.389,83.0,"Lubbock, TX"
FUEL-000072,TRIP-000047,TRK-029,DRV-013,2026-02-14,16.54,4.253,70.34,"Albuquerque, NM"
FUEL-000073,TRIP-000048,TRK-028,DRV-023,2026-02-16,19.64,4.211,82.7,"Oklahoma City, OK"
FUEL-000074,TRIP-000048,TRK-028,DRV-023,2026-02-16,19.4,4.219,81.85,"Amarillo, TX"
FUEL-000075,TRIP-000049,TRK-037,DRV-027,2025-04-26,16.26,4.016,65.3,"Amarillo, TX"
FUEL-000076,TRIP-000050,TRK-032,DRV-038,2025-03-12,21.05,3.954,83.23,"Lubbock, TX"
FUEL-000077,TRIP-000050,TRK-032,DRV-038,2025-03-12,19.53,4.169,81.42,"Albuquerque, NM"
FUEL-000078,TRIP-000051,TRK-013,DRV-011,2026-04-18,19.0,4.172,79.27,"Amarillo, TX"
FUEL-000079,TRIP-000052,TRK-003,DRV-002,2025-11-24,16.37,4.225,69.16,"Amarillo, TX"
FUEL-000080,TRIP-000052,TRK-003,DRV-002,2025-11-24,19.48,4.036,78.62,"Oklahoma City, OK"
FUEL-000081,TRIP-000053,TRK-014,DRV-011,2025-07-24,13.6,3.926,53.39,"Plainview, TX"
FUEL-000082,TRIP-000054,TRK-033,DRV-039,2025-12-24,34.37,4.216,144.9,"Denver, CO"
FUEL-000083,TRIP-000054,TRK-033,DRV-039,2025-12-24,34.19,4.062,138.88,"Amarillo, TX"
FUEL-000084,TRIP-000055,TRK-019,DRV-012,2025-01-18,17.48,4.009,70.08,"Amarillo, TX"
FUEL-000085,TRIP-000056,TRK-022,DRV-023,2025-01-21,26.82,4.006,107.44,"Amarillo, TX"
FUEL-000086,TRIP-000056,TRK-022,DRV-023,2025-01-21,28.57,3.933,112.37,"Denver, CO"
FUEL-000087,TRIP-000057,TRK-025,DRV-005,2024-07-14,19.94,3.905,77.87,"Amarillo, TX"
FUEL-000088,TRIP-000058,TRK-033,DRV-021,2025-07-03,19.74,3.972,78.41,"Amarillo, TX"
FUEL-000089,TRIP-000058,TRK-033,DRV-021,2025-07-03,23.65,3.914,92.57,"Oklahoma City, OK"
FUEL-000090,TRIP-000059,TRK-034,DRV-034,2026-04-10,6.41,4.062,26.04,"Amarillo, TX"
FUEL-000091,TRIP-000060,TRK-031,DRV-031,2024-09-11,5.98,3.871,23.15,"Amarillo, TX"
FUEL-000092,TRIP-000061,TRK-011,DRV-001,2024-11-05,34.86,4.139,144.29,"Denver, CO"
FUEL-000093,TRIP-000061,TRK-011,DRV-001,2024-11-05,29.16,3.998,116.58,"Amarillo, TX"
FUEL-000094,TRIP-000062,TRK-021,DRV-013,2025-05-03,18.07,4.055,73.27,"Oklahoma City, OK"
FUEL-000095,TRIP-000062,TRK-021,DRV-013,2025-05-03,19.21,3.934,75.57,"Amarillo, TX"
FUEL-000096,TRIP-000063,TRK-004,DRV-043,2026-05-25,21.59,4.222,91.15,"Lubbock, TX"
FUEL-000097,TRIP-000063,TRK-004,DRV-043,2026-05-25,24.55,4.282,105.12,"Albuquerque, NM"
FUEL-000098,TRIP-000064,TRK-027,DRV-020,2026-04-04,16.3,4.144,67.55,"Amarillo, TX"
FUEL-000099,TRIP-000065,TRK-022,DRV-032,2025-11-24,30.23,4.221,127.6,"Amarillo, TX"
FUEL-000100,TRIP-000065,TRK-022,DRV-032,2025-11-24,32.5,4.016,130.52,"Denver, CO"
FUEL-000101,TRIP-000066,TRK-010,DRV-031,2026-03-30,11.13,4.369,48.63,"Plainview, TX"
FUEL-000102,TRIP-000067,TRK-023,DRV-034,2025-07-24,17.72,3.85,68.22,"Oklahoma City, OK"
FUEL-000103,TRIP-000067,TRK-023,DRV-034,2025-07-24,21.13,3.997,84.46,"Amarillo, TX"
FUEL-000104,TRIP-000068,TRK-017,DRV-049,2026-01-24,20.37,4.216,85.88,"Amarillo, TX"
FUEL-000105,TRIP-000068,TRK-017,DRV-049,2026-01-24,19.39,4.129,80.06,"Oklahoma City, OK"
FUEL-000106,TRIP-000069,TRK-029,DRV-036,2024-08-10,8.49,4.025,34.17,"Plainview, TX"
FUEL-000107,TRIP-000070,TRK-001,DRV-014,2025-02-14,22.65,3.861,87.45,"Lubbock, TX"
FUEL-000108,TRIP-000070,TRK-001,DRV-014,2025-02-14,23.62,3.968,93.72,"Albuquerque, NM"
FUEL-000109,TRIP-000071,TRK-010,DRV-014,2025-03-06,27.32,4.164,113.76,"Denver, CO"
FUEL-000110,TRIP-000071,TRK-010,DRV-014,2025-03-06,29.62,4.078,120.79,"Amarillo, TX"
FUEL-000111,TRIP-000072,TRK-023,DRV-011,2024-10-02,19.66,3.964,77.93,"Amarillo, TX"
FUEL-000112,TRIP-000072,TRK-023,DRV-011,2024-10-02,22.74,3.867,87.94,"Oklahoma City, OK"
FUEL-000113,TRIP-000073,TRK-027,DRV-030,2025-04-04,21.9,3.984,87.25,"Lubbock, TX"
FUEL-000114,TRIP-000073,TRK-027,DRV-030,2025-04-04,18.97,4.212,79.9,"Albuquerque, NM"
FUEL-000115,TRIP-000074,TRK-033,DRV-016,2025-12-07,28.76,4.195,120.65,"Amarillo, TX"
FUEL-000116,TRIP-000074,TRK-033,DRV-016,2025-12-07,36.24,4.296,155.69,"Denver, CO"
FUEL-000117,TRIP-000075,TRK-032,DRV-028,2025-06-11,22.35,3.791,84.73,"Oklahoma City, OK"
FUEL-000118,TRIP-000075,TRK-032,DRV-028,2025-06-11,19.58,3.976,77.85,"Amarillo, TX"
FUEL-000119,TRIP-000076,TRK-038,DRV-002,2025-01-11,11.84,3.986,47.19,"Plainview, TX"
FUEL-000120,TRIP-000077,TRK-007,DRV-051,2024-10-05,7.72,3.829,29.56,"Amarillo, TX"
FUEL-000121,TRIP-000078,TRK-016,DRV-035,2026-06-24,6.9,4.336,29.92,"Amarillo, TX"
FUEL-000122,TRIP-000079,TRK-026,DRV-006,2025-05-26,23.01,4.063,93.49,"Lubbock, TX"
FUEL-000123,TRIP-000079,TRK-026,DRV-006,2025-05-26,22.35,3.979,88.93,"Albuquerque, NM"
FUEL-000124,TRIP-000080,TRK-030,DRV-032,2025-12-05,18.31,4.163,76.22,"Amarillo, TX"
FUEL-000125,TRIP-000081,TRK-022,DRV-005,2024-07-25,17.66,3.882,68.56,"Amarillo, TX"
FUEL-000126,TRIP-000082,TRK-007,DRV-014,2026-05-10,6.75,4.102,27.69,"Amarillo, TX"
FUEL-000127,TRIP-000083,TRK-007,DRV-032,2026-04-18,8.47,4.165,35.28,"Amarillo, TX"
FUEL-000128,TRIP-000084,TRK-005,DRV-052,2024-07-06,19.06,3.95,75.29,"Amarillo, TX"
FUEL-000129,TRIP-000085,TRK-015,DRV-004,2024-09-05,7.04,3.745,26.36,"Amarillo, TX"
FUEL-000130,TRIP-000086,TRK-018,DRV-037,2025-04-18,6.93,4.19,29.04,"Amarillo, TX"
FUEL-000131,TRIP-000087,TRK-028,DRV-036,2026-04-11,16.83,4.011,67.51,"Amarillo, TX"
FUEL-000132,TRIP-000087,TRK-028,DRV-036,2026-04-11,20.35,4.211,85.69,"Oklahoma City, OK"
FUEL-000133,TRIP-000088,TRK-011,DRV-001,2026-05-12,18.98,4.168,79.11,"Amarillo, TX"
FUEL-000134,TRIP-000088,TRK-011,DRV-001,2026-05-12,18.29,4.167,76.21,"Oklahoma City, OK"
FUEL-000135,TRIP-000089,TRK-014,DRV-040,2026-04-01,27.17,4.077,110.77,"Oklahoma City, OK"
FUEL-000136,TRIP-000089,TRK-014,DRV-040,2026-04-01,23.24,4.176,97.05,"Amarillo, TX"
FUEL-000137,TRIP-000090,TRK-019,DRV-001,2024-11-13,7.08,4.053,28.7,"Amarillo, TX"
FUEL-000138,TRIP-000091,TRK-019,DRV-024,2025-04-24,6.77,4.021,27.22,"Amarillo, TX"
FUEL-000139,TRIP-000092,TRK-026,DRV-040,2025-06-05,22.84,4.044,92.36,"Lubbock, TX"
FUEL-000140,TRIP-000092,TRK-026,DRV-040,2025-06-05,19.61,3.867,75.83,"Albuquerque, NM"
FUEL-000141,TRIP-000093,TRK-001,DRV-013,2024-10-17,22.07,3.789,83.62,"Lubbock, TX"
FUEL-000142,TRIP-000093,TRK-001,DRV-013,2024-10-17,23.67,3.735,88.41,"Albuquerque, NM"
FUEL-000143,TRIP-000094,TRK-024,DRV-037,2026-06-01,21.63,4.134,89.42,"Amarillo, TX"
FUEL-000144,TRIP-000094,TRK-024,DRV-037,2026-06-01,17.49,4.202,73.49,"Oklahoma City, OK"
FUEL-000145,TRIP-000095,TRK-006,DRV-016,2026-06-17,30.16,4.132,124.62,"Amarillo, TX"
FUEL-000146,TRIP-000095,TRK-006,DRV-016,2026-06-17,28.97,4.123,119.44,"Denver, CO"
FUEL-000147,TRIP-000096,TRK-034,DRV-006,2024-07-17,25.38,3.973,100.83,"Denver, CO"
FUEL-000148,TRIP-000096,TRK-034,DRV-006,2024-07-17,26.68,4.091,109.15,"Amarillo, TX"
FUEL-000149,TRIP-000097,TRK-004,DRV-004,2024-07-29,17.26,4.036,69.66,"Oklahoma City, OK"
FUEL-000150,TRIP-000097,TRK-004,DRV-004,2024-07-29,15.76,3.866,60.93,"Amarillo, TX"
FUEL-000151,TRIP-000098,TRK-013,DRV-031,2025-11-17,6.98,4.202,29.33,"Amarillo, TX"
FUEL-000152,TRIP-000099,TRK-035,DRV-015,2025-02-02,21.96,3.938,86.48,"Lubbock, TX"
FUEL-000153,TRIP-000099,TRK-035,DRV-015,2025-02-02,18.46,3.765,69.5,"Albuquerque, NM"
FUEL-000154,TRIP-000100,TRK-008,DRV-021,2024-08-29,30.28,3.853,116.67,"Amarillo, TX"
FUEL-000155,TRIP-000100,TRK-008,DRV-021,2024-08-29,29.84,3.91,116.67,"Denver, CO"
FUEL-000156,TRIP-000101,TRK-029,DRV-015,2024-12-16,11.46,3.895,44.64,"Plainview, TX"
FUEL-000157,TRIP-000102,TRK-007,DRV-005,2026-03-05,32.88,4.187,137.67,"Amarillo, TX"
FUEL-000158,TRIP-000102,TRK-007,DRV-005,2026-03-05,31.44,4.212,132.43,"Denver, CO"
FUEL-000159,TRIP-000103,TRK-010,DRV-014,2024-07-13,8.59,4.076,35.01,"Plainview, TX"
FUEL-000160,TRIP-000104,TRK-011,DRV-013,2024-11-16,31.76,4.079,129.55,"Denver, CO"
FUEL-000161,TRIP-000104,TRK-011,DRV-013,2024-11-16,32.17,4.14,133.18,"Amarillo, TX"
FUEL-000162,TRIP-000105,TRK-032,DRV-025,2026-02-18,6.69,4.146,27.74,"Amarillo, TX"
FUEL-000163,TRIP-000106,TRK-012,DRV-016,2025-11-16,26.68,3.964,105.76,"Denver, CO"
FUEL-000164,TRIP-000106,TRK-012,DRV-016,2025-11-16,26.71,4.239,113.22,"Amarillo, TX"
FUEL-000165,TRIP-000107,TRK-004,DRV-035,2025-07-07,33.3,3.801,126.57,"Denver, CO"
FUEL-000166,TRIP-000107,TRK-004,DRV-035,2025-07-07,31.36,3.935,123.4,"Amarillo, TX"
FUEL-000167,TRIP-000108,TRK-004,DRV-016,2024-12-13,19.56,3.926,76.79,"Oklahoma City, OK"
FUEL-000168,TRIP-000108,TRK-004,DRV-016,2024-12-13,18.75,3.97,74.44,"Amarillo, TX"
FUEL-000169,TRIP-000109,TRK-007,DRV-031,2024-09-11,21.51,3.724,80.1,"Amarillo, TX"
FUEL-000170,TRIP-000109,TRK-007,DRV-031,2024-09-11,20.95,3.92,82.12,"Oklahoma City, OK"
FUEL-000171,TRIP-000110,TRK-009,DRV-007,2025-07-29,10.87,3.978,43.24,"Plainview, TX"
FUEL-000172,TRIP-000111,TRK-032,DRV-015,2025-08-04,30.82,4.003,123.37,"Amarillo, TX"
FUEL-000173,TRIP-000111,TRK-032,DRV-015,2025-08-04,35.49,4.066,144.3,"Denver, CO"
FUEL-000174,TRIP-000112,TRK-009,DRV-025,2024-11-18,10.03,4.067,40.79,"Plainview, TX"
FUEL-000175,TRIP-000113,TRK-016,DRV-012,2025-02-04,19.85,3.988,79.16,"Oklahoma City, OK"
FUEL-000176,TRIP-000113,TRK-016,DRV-012,2025-02-04,23.51,3.912,91.97,"Amarillo, TX"
FUEL-000177,TRIP-000114,TRK-032,DRV-031,2024-09-14,34.77,3.837,133.41,"Denver, CO"
FUEL-000178,TRIP-000114,TRK-032,DRV-031,2024-09-14,28.03,3.747,105.03,"Amarillo, TX"
FUEL-000179,TRIP-000115,TRK-017,DRV-035,2024-09-04,17.27,3.848,66.45,"Amarillo, TX"
FUEL-000180,TRIP-000115,TRK-017,DRV-035,2024-09-04,17.55,3.91,68.62,"Oklahoma City, OK"
FUEL-000181,TRIP-000116,TRK-026,DRV-004,2025-11-10,20.37,4.076,83.03,"Lubbock, TX"
FUEL-000182,TRIP-000116,TRK-026,DRV-004,2025-11-10,20.84,4.145,86.38,"Albuquerque, NM"
FUEL-000183,TRIP-000117,TRK-017,DRV-029,2026-01-05,10.69,4.208,44.98,"Plainview, TX"
FUEL-000184,TRIP-000118,TRK-020,DRV-017,2025-01-08,17.41,3.979,69.27,"Oklahoma City, OK"
FUEL-000185,TRIP-000118,TRK-020,DRV-017,2025-01-08,19.67,3.985,78.38,"Amarillo, TX"
FUEL-000186,TRIP-000119,TRK-026,DRV-013,2026-03-24,20.6,4.177,86.05,"Amarillo, TX"
FUEL-000187,TRIP-000119,TRK-026,DRV-013,2026-03-24,19.71,4.239,83.55,"Oklahoma City, OK"
FUEL-000188,TRIP-000120,TRK-032,DRV-014,2024-11-04,15.67,4.015,62.92,"Oklahoma City, OK"
FUEL-000189,TRIP-000120,TRK-032,DRV-014,2024-11-04,17.06,3.945,67.3,"Amarillo, TX"
FUEL-000190,TRIP-000121,TRK-023,DRV-043,2025-12-07,7.61,4.305,32.76,"Amarillo, TX"
FUEL-000191,TRIP-000122,TRK-016,DRV-005,2025-03-25,9.74,3.962,38.59,"Plainview, TX"
FUEL-000192,TRIP-000123,TRK-016,DRV-030,2025-08-30,30.99,4.157,128.83,"Denver, CO"
FUEL-000193,TRIP-000123,TRK-016,DRV-030,2025-08-30,29.4,4.077,119.86,"Amarillo, TX"
FUEL-000194,TRIP-000124,TRK-014,DRV-025,2025-04-08,26.54,4.096,108.71,"Amarillo, TX"
FUEL-000195,TRIP-000125,TRK-021,DRV-012,2025-02-18,19.64,3.982,78.21,"Oklahoma City, OK"
FUEL-000196,TRIP-000125,TRK-021,DRV-012,2025-02-18,18.85,3.86,72.76,"Amarillo, TX"
FUEL-000197,TRIP-000126,TRK-037,DRV-022,2026-01-20,8.81,3.94,34.71,"Plainview, TX"
FUEL-000198,TRIP-000127,TRK-012,DRV-004,2026-06-11,21.32,4.162,88.73,"Lubbock, TX"
FUEL-000199,TRIP-000127,TRK-012,DRV-004,2026-06-11,22.28,4.401,98.05,"Albuquerque, NM"
FUEL-000200,TRIP-000128,TRK-001,DRV-017,2024-12-15,8.55,4.017,34.35,"Amarillo, TX"
FUEL-000201,TRIP-000129,TRK-034,DRV-035,2026-01-14,17.82,3.938,70.18,"Amarillo, TX"
FUEL-000202,TRIP-000130,TRK-027,DRV-026,2025-06-19,21.67,3.922,84.99,"Oklahoma City, OK"
FUEL-000203,TRIP-000130,TRK-027,DRV-026,2025-06-19,21.63,3.971,85.89,"Amarillo, TX"
FUEL-000204,TRIP-000131,TRK-011,DRV-032,2025-08-27,31.07,4.1,127.39,"Amarillo, TX"
FUEL-000205,TRIP-000131,TRK-011,DRV-032,2025-08-27,34.15,4.191,143.12,"Denver, CO"
FUEL-000206,TRIP-000132,TRK-011,DRV-025,2025-02-27,7.46,3.778,28.18,"Amarillo, TX"
FUEL-000207,TRIP-000133,TRK-016,DRV-031,2026-01-21,8.18,3.984,32.59,"Amarillo, TX"
FUEL-000208,TRIP-000134,TRK-019,DRV-049,2024-09-15,20.32,3.714,75.47,"Amarillo, TX"
FUEL-000209,TRIP-000134,TRK-019,DRV-049,2024-09-15,16.57,3.819,63.28,"Oklahoma City, OK"
FUEL-000210,TRIP-000135,TRK-028,DRV-032,2026-04-17,6.28,4.126,25.91,"Amarillo, TX"
FUEL-000211,TRIP-000136,TRK-010,DRV-035,2025-03-28,18.07,4.05,73.18,"Amarillo, TX"
FUEL-000212,TRIP-000137,TRK-035,DRV-015,2025-09-02,22.69,3.934,89.26,"Amarillo, TX"
FUEL-000213,TRIP-000137,TRK-035,DRV-015,2025-09-02,22.35,4.017,89.78,"Oklahoma City, OK"
FUEL-000214,TRIP-000138,TRK-014,DRV-032,2026-03-09,25.05,4.116,103.11,"Amarillo, TX"
FUEL-000215,TRIP-000139,TRK-022,DRV-013,2024-08-19,20.65,3.982,82.23,"Oklahoma City, OK"
FUEL-000216,TRIP-000139,TRK-022,DRV-013,2024-08-19,17.17,4.009,68.83,"Amarillo, TX"
FUEL-000217,TRIP-000140,TRK-020,DRV-016,2024-07-05,27.68,4.011,111.02,"Denver, CO"
FUEL-000218,TRIP-000140,TRK-020,DRV-016,2024-07-05,29.59,4.035,119.4,"Amarillo, TX"
FUEL-000219,TRIP-000141,TRK-009,DRV-014,2025-01-19,8.7,4.046,35.2,"Plainview, TX"
FUEL-000220,TRIP-000142,TRK-011,DRV-013,2025-07-11,20.5,3.92,80.36,"Amarillo, TX"
FUEL-000221,TRIP-000143,TRK-006,DRV-027,2025-06-04,10.3,3.786,39.0,"Plainview, TX"
FUEL-000222,TRIP-000144,TRK-022,DRV-035,2025-12-25,10.61,4.192,44.48,"Plainview, TX"
FUEL-000223,TRIP-000145,TRK-038,DRV-037,2026-01-12,37.93,4.131,156.69,"Denver, CO"
FUEL-000224,TRIP-000145,TRK-038,DRV-037,2026-01-12,35.98,4.059,146.04,"Amarillo, TX"
FUEL-000225,TRIP-000146,TRK-038,DRV-039,2024-09-18,8.23,3.958,32.57,"Amarillo, TX"
FUEL-000226,TRIP-000147,TRK-030,DRV-052,2025-11-26,24.35,4.147,100.98,"Oklahoma City, OK"
FUEL-000227,TRIP-000147,TRK-030,DRV-052,2025-11-26,22.5,4.095,92.14,"Amarillo, TX"
FUEL-000228,TRIP-000148,TRK-024,DRV-025,2025-06-29,17.2,3.827,65.82,"Amarillo, TX"
FUEL-000229,TRIP-000149,TRK-005,DRV-029,2025-01-11,21.06,3.877,81.65,"Amarillo, TX"
FUEL-000230,TRIP-000149,TRK-005,DRV-029,2025-01-11,20.45,4.078,83.4,"Oklahoma City, OK"
FUEL-000231,TRIP-000150,TRK-021,DRV-039,2026-03-08,16.83,4.126,69.44,"Amarillo, TX"
FUEL-000232,TRIP-000151,TRK-024,DRV-028,2025-12-21,17.48,4.247,74.24,"Oklahoma City, OK"
FUEL-000233,TRIP-000151,TRK-024,DRV-028,2025-12-21,18.96,4.239,80.37,"Amarillo, TX"
FUEL-000234,TRIP-000152,TRK-006,DRV-007,2025-01-11,10.39,4.085,42.44,"Plainview, TX"
FUEL-000235,TRIP-000153,TRK-003,DRV-022,2025-11-24,7.44,4.001,29.77,"Amarillo, TX"
FUEL-000236,TRIP-000154,TRK-019,DRV-036,2025-06-30,8.48,3.926,33.29,"Amarillo, TX"
FUEL-000237,TRIP-000155,TRK-019,DRV-030,2025-03-22,8.43,4.117,34.71,"Plainview, TX"
FUEL-000238,TRIP-000156,TRK-013,DRV-036,2025-05-23,7.54,4.01,30.24,"Amarillo, TX"
FUEL-000239,TRIP-000157,TRK-036,DRV-011,2024-12-21,17.81,4.046,72.06,"Amarillo, TX"
