record_id,truck_id,service_date,service_type,cost,downtime_hours,odometer_at_service
MAINT-000056,TRK-007,2025-12-05,brake_inspection,385.66,3.0,285165
MAINT-000057,TRK-007,2026-04-13,engine_repair,2799.48,20.5,353067
MAINT-000058,TRK-007,2026-03-07,electrical_repair,2707.29,18.8,387072
MAINT-000059,TRK-007,2026-01-25,suspension_repair,1979.4,26.7,290902
MAINT-000060,TRK-007,2025-06-30,dot_inspection,307.35,3.2,392046
MAINT-000061,TRK-007,2025-02-26,oil_change,234.55,2.9,288386
MAINT-000062,TRK-007,2025-04-16,oil_change,306.13,1.4,280738
MAINT-000063,TRK-007,2025-04-05,tire_rotation,264.49,4.0,238300
MAINT-000064,TRK-008,2025-12-11,pm_service,240.98,3.5,228429
MAINT-000065,TRK-008,2026-05-07,pm_service,466.44,2.4,234487
MAINT-000066,TRK-008,2026-04-10,brake_inspection,532.93,3.3,231529
MAINT-000067,TRK-008,2025-05-12,tire_rotation,192.87,3.8,207341
MAINT-000068,TRK-008,2025-03-03,pm_service,404.88,1.8,286783
MAINT-000069,TRK-008,2024-07-10,dot_inspection,471.88,2.8,329728
MAINT-000070,TRK-008,2026-01-02,pm_service,243.16,1.3,245565
MAINT-000071,TRK-008,2025-11-24,aftertreatment_repair,3690.61,11.8,311942
MAINT-000072,TRK-008,2025-01-06,oil_change,202.08,1.2,220590
MAINT-000073,TRK-008,2025-08-05,oil_change,241.36,1.6,193477
MAINT-000074,TRK-008,2024-08-09,pm_service,455.38,1.5,241064
MAINT-000075,TRK-009,2025-12-12,tire_rotation,516.16,0.8,310659
MAINT-000076,TRK-009,2024-09-01,oil_change,350.01,1.4,281128
MAINT-000077,TRK-009,2024-12-30,tire_rotation,449.8,1.4,395415
MAINT-000078,TRK-009,2024-08-28,tire_rotation,211.24,2.6,349524
MAINT-000079,TRK-009,2025-10-08,brake_inspection,165.83,1.9,363149
MAINT-000080,TRK-009,2024-12-05,tire_rotation,521.32,4.0,319559
MAINT-000081,TRK-009,2024-07-31,dot_inspection,542.76,2.7,232319
MAINT-000082,TRK-009,2026-06-05,pm_service,275.3,1.1,337877
MAINT-000083,TRK-009,2024-12-21,brake_inspection,254.31,1.0,323725
MAINT-000084,TRK-009,2025-11-05,pm_service,428.9,0.6,344070
MAINT-000085,TRK-009,2025-12-23,pm_service,292.98,0.7,389636
MAINT-000086,TRK-009,2024-07-25,oil_change,518.1,3.3,310450
MAINT-000087,TRK-010,2025-12-31,oil_change,295.99,3.8,317009
MAINT-000088,TRK-010,2024-12-19,pm_service,307.55,0.7,283973
MAINT-000089,TRK-010,2024-09-02,oil_change,385.46,2.5,392709
MAINT-000090,TRK-010,2025-01-18,suspension_repair,4499.26,16.6,235588
MAINT-000091,TRK-010,2025-02-09,aftertreatment_repair,2940.68,15.4,291385
MAINT-000092,TRK-010,2026-03-30,turbo_replacement,2295.09,8.9,396071
MAINT-000093,TRK-011,2025-10-31,brake_inspection,442.07,1.8,510445
MAINT-000094,TRK-011,2026-04-25,oil_change,184.17,3.6,421569
MAINT-000095,TRK-011,2025-10-28,brake_inspection,238.15,1.6,397576
MAINT-000096,TRK-011,2025-07-09,oil_change,239.17,3.6,580194
MAINT-000097,TRK-011,2024-10-01,oil_change,212.13,1.6,631178
MAINT-000098,TRK-011,2024-07-29,pm_service,526.35,1.8,363696
MAINT-000099,TRK-011,2026-04-05,brake_inspection,256.34,3.2,415034
MAINT-000100,TRK-011,2024-12-17,engine_repair,2006.39,5.3,508524
MAINT-000101,TRK-012,2025-11-01,oil_change,416.01,2.5,175333
MAINT-000102,TRK-012,2025-02-15,tire_rotation,487.12,1.5,174555
MAINT-000103,TRK-012,2025-09-16,oil_change,298.37,1.4,210716
MAINT-000104,TRK-012,2025-01-26,pm_service,373.91,2.7,136356
MAINT-000105,TRK-012,2025-07-12,tire_rotation,303.29,2.5,136562
MAINT-000106,TRK-012,2026-01-01,oil_change,331.77,2.5,197592
MAINT-000107,TRK-012,2025-12-01,tire_rotation,337.14,2.0,189818
MAINT-000108,TRK-012,2025-12-28,oil_change,472.1,3.8,219701
MAINT-000109,TRK-012,2025-10-31,electrical_repair,987.62,8.2,224022
MAINT-000110,TRK-013,2024-12-15,pm_service,291.36,1.8,360548
MAINT-000111,TRK-013,2024-09-06,oil_change,219.52,2.4,285847
MAINT-000112,TRK-013,2025-03-17,turbo_replacement,4263.22,11.5,385520
MAINT-000113,TRK-013,2024-09-06,turbo_replacement,1758.25,29.8,285658
MAINT-000114,TRK-013,2025-10-18,oil_change,471.83,3.5,469781
MAINT-000115,TRK-013,2026-03-01,tire_rotation,309.26,2.6,349796
MAINT-000116,TRK-013,2024-11-15,oil_change,459.3,3.7,473072
MAINT-000117,TRK-013,2025-02-19,tire_rotation,423.1,2.3,402761
MAINT-000118,TRK-013,2024-12-05,dot_inspection,205.41,2.0,385890
MAINT-000119,TRK-013,2024-08-12,dot_inspection,542.13,0.9,412227
MAINT-000120,TRK-013,2025-02-02,pm_service,318.01,1.4,499280
MAINT-000121,TRK-013,2026-06-29,engine_repair,2059.39,16.3,412574
MAINT-000122,TRK-014,2026-04-20,engine_repair,2444.59,21.8,664445
MAINT-000123,TRK-014,2026-03-09,turbo_replacement,6537.65,73.1,640822
MAINT-000124,TRK-014,2025-01-28,suspension_repair,6856.06,42.7,655410
MAINT-000125,TRK-014,2025-08-17,engine_repair,6384.25,31.6,525192
MAINT-000126,TRK-014,2024-12-16,engine_repair,9004.05,59.2,639039
MAINT-000127,TRK-014,2025-03-13,turbo_replacement,8833.92,20.8,679820
MAINT-000128,TRK-014,2024-09-08,tire_rotation,499.44,4.2,447918
MAINT-000129,TRK-014,2025-11-22,engine_repair,4491.14,18.8,519592
MAINT-000130,TRK-014,2025-07-25,oil_change,593.62,4.6,601331
MAINT-000131,TRK-014,2025-03-01,tire_rotation,574.33,2.9,436977
MAINT-000132,TRK-014,2024-10-20,cooling_system_repair,5168.54,75.6,754969
MAINT-000133,TRK-014,2025-01-02,oil_change,428.66,3.0,582967
MAINT-000134,TRK-014,2026-01-10,turbo_replacement,6062.18,44.4,755874
MAINT-000135,TRK-014,2025-11-12,aftertreatment_repair,3734.62,76.9,669167
MAINT-000136,TRK-014,2025-05-08,turbo_replacement,5646.84,33.2,693382
MAINT-000137,TRK-014,2025-06-09,cooling_system_repair,7985.0,33.4,679663
MAINT-000138,TRK-014,2025-03-11,transmission_repair,7588.77,35.2,492773
MAINT-000139,TRK-014,2026-07-01,engine_repair,5117.26,42.8,558782
MAINT-000140,TRK-014,2024-11-25,turbo_replacement,2222.35,57.3,635859
MAINT-000141,TRK-014,2025-11-10,engine_repair,8464.58,69.6,434628
MAINT-000142,TRK-014,2024-07-15,engine_repair,5697.86,88.5,439423
MAINT-000143,TRK-014,2024-08-17,cooling_system_repair,8136.05,84.3,680630
MAINT-000144,TRK-014,2024-08-06,aftertreatment_repair,2540.37,92.4,453013
MAINT-000145,TRK-014,2024-08-25,tire_rotation,462.5,1.9,546926
MAINT-000146,TRK-014,2025-03-21,cooling_system_repair,7695.28,79.7,431540
MAINT-000147,TRK-015,2026-01-05,oil_change,164.29,1.6,417021
MAINT-000148,TRK-015,2026-04-11,oil_change,150.54,0.6,422909
MAINT-000149,TRK-015,2025-08-02,oil_change,430.43,2.2,537851
MAINT-000150,TRK-015,2025-04-26,brake_inspection,429.15,0.6,493587
MAINT-000151,TRK-015,2024-12-28,transmission_repair,3375.32,10.6,569066
MAINT-000152,TRK-015,2024-12-06,pm_service,243.66,1.2,347080
MAINT-000153,TRK-015,2025-11-09,brake_inspection,285.45,3.2,364397
MAINT-000154,TRK-015,2025-09-30,pm_service,173.33,1.5,524320
MAINT-000155,TRK-015,2024-09-25,brake_inspection,425.51,0.9,343358
MAINT-000156,TRK-015,2025-08-20,brake_inspection,441.11,3.2,569668
MAINT-000157,TRK-015,2025-12-29,engine_repair,1957.34,6.4,352795
MAINT-000158,TRK-016,2024-12-18,engine_repair,3686.95,16.0,514329
MAINT-000159,TRK-016,2025-12-11,tire_rotation,415.73,2.8,623302
MAINT-000160,TRK-016,2026-04-12,tire_rotation,532.73,2.6,383040
MAINT-000161,TRK-016,2025-04-25,dot_inspection,172.2,2.3,536240
MAINT-000162,TRK-016,2025-11-09,pm_service,305.44,1.1,604000
MAINT-000163,TRK-016,2026-01-20,oil_change,393.86,3.2,506873
MAINT-000164,TRK-016,2025-04-29,engine_repair,3520.25,25.2,369053
MAINT-000165,TRK-016,2024-07-11,pm_service,535.67,3.3,637864
MAINT-000166,TRK-016,2024-10-01,electrical_repair,4042.84,4.7,392675
MAINT-000167,TRK-017,2026-05-09,suspension_repair,2561.11,14.7,130612
MAINT-000168,TRK-017,2025-02-16,brake_inspection,360.03,1.3,169702
MAINT-000169,TRK-017,2026-06-11,tire_rotation,292.24,1.4,140691
MAINT-000170,TRK-017,2025-04-30,dot_inspection,173.76,3.7,169778
MAINT-000171,TRK-017,2024-10-27,tire_rotation,201.83,1.4,192817
MAINT-000172,TRK-017,2025-07-24,pm_service,273.09,3.2,135481
MAINT-000173,TRK-017,2025-07-09,brake_inspection,450.01,3.4,139942
MAINT-000174,TRK-017,2026-04-26,tire_rotation,206.54,2.0,212815
MAINT-000175,TRK-017,2025-01-24,tire_rotation,320.79,2.1,158888
MAINT-000176,TRK-017,2026-06-20,brake_inspection,271.9,3.0,164346
MAINT-000177,TRK-017,2025-11-20,oil_change,234.87,0.8,188802
MAINT-000178,TRK-017,2026-05-27,oil_change,163.5,1.8,157557
MAINT-000179,TRK-018,2024-11-18,pm_service,391.71,0.7,588587
MAINT-000180,TRK-018,2025-09-13,brake_inspection,305.41,3.2,605522
MAINT-000181,TRK-018,2024-11-15,electrical_repair,4060.15,14.5,556807
MAINT-000182,TRK-018,2026-02-20,brake_inspection,433.08,3.8,477958
MAINT-000183,TRK-018,2024-12-29,tire_rotation,260.91,2.2,432278
MAINT-000184,TRK-018,2025-01-30,oil_change,503.93,0.7,402200
MAINT-000185,TRK-018,2024-12-17,oil_change,220.58,2.3,407053
MAINT-000186,TRK-018,2025-07-22,aftertreatment_repair,1610.88,5.2,533428
MAINT-000187,TRK-018,2025-08-28,engine_repair,1339.1,21.2,528862
MAINT-000188,TRK-018,2026-04-05,oil_change,438.07,0.6,513139
MAINT-000189,TRK-019,2026-03-05,pm_service,315.47,2.5,545666
MAINT-000190,TRK-019,2025-10-01,tire_rotation,355.95,0.7,453963
MAINT-000191,TRK-019,2024-12-09,electrical_repair,1155.32,7.0,478032
MAINT-000192,TRK-019,2025-01-11,pm_service,371.38,2.5,602558
MAINT-000193,TRK-019,2025-02-09,tire_rotation,169.35,1.0,446666
MAINT-000194,TRK-019,2025-07-21,dot_inspection,505.02,1.7,613217
MAINT-000195,TRK-020,2026-03-09,engine_repair,2975.32,26.7,495534
MAINT-000196,TRK-020,2026-06-17,oil_change,357.82,1.8,564516
MAINT-000197,TRK-020,2025-12-13,tire_rotation,448.94,2.8,394518
MAINT-000198,TRK-020,2025-09-20,oil_change,241.37,3.0,512298
MAINT-000199,TRK-020,2024-08-03,aftertreatment_repair,3909.44,18.1,437526
MAINT-000200,TRK-020,2024-07-28,dot_inspection,227.04,0.5,562142
MAINT-000201,TRK-020,2025-11-10,oil_change,160.52,3.1,537576
MAINT-000202,TRK-020,2025-09-07,transmission_repair,3454.72,22.8,607407
MAINT-000203,TRK-020,2025-09-13,tire_rotation,463.18,1.0,510800
MAINT-000204,TRK-021,2026-01-31,brake_inspection,235.14,2.6,642495
MAINT-000205,TRK-021,2024-11-09,brake_inspection,508.55,2.3,538821
MAINT-000206,TRK-021,2025-11-18,dot_inspection,430.32,2.1,640752
MAINT-000207,TRK-021,2024-08-23,oil_change,296.05,1.5,369029
MAINT-000208,TRK-021,2025-08-17,oil_change,355.5,3.8,497612
MAINT-000209,TRK-021,2024-08-03,pm_service,493.6,0.5,479190
MAINT-000210,TRK-021,2024-12-26,pm_service,419.49,1.1,637008
MAINT-000211,TRK-021,2025-01-09,pm_service,327.49,0.9,409403
MAINT-000212,TRK-021,2025-07-14,oil_change,309.06,3.0,539767
MAINT-000213,TRK-021,2025-09-30,engine_repair,3052.36,21.0,497201
MAINT-000214,TRK-022,2025-01-18,brake_inspection,511.27,3.9,228074
MAINT-000215,TRK-022,2026-03-12,tire_rotation,471.33,1.4,260607
MAINT-000216,TRK-022,2026-04-16,dot_inspection,187.93,2.0,224087
MAINT-000217,TRK-022,2025-06-09,oil_change,466.55,1.9,263529
MAINT-000218,TRK-022,2025-10-18,pm_service,174.3,3.2,288686
MAINT-000219,TRK-022,2025-01-09,pm_service,381.11,0.9,354164
MAINT-000220,TRK-023,2025-07-25,dot_inspection,307.6,2.5,452932
MAINT-000221,TRK-023,2026-03-24,engine_repair,1651.19,28.7,541497
MAINT-000222,TRK-023,2024-07-28,oil_change,469.46,2.9,388908
MAINT-000223,TRK-023,2024-09-24,dot_inspection,454.85,1.4,372441
MAINT-000224,TRK-023,2025-02-12,cooling_system_repair,3434.67,23.1,374693
MAINT-000225,TRK-023,2025-06-06,brake_inspection,415.4,3.9,405863
MAINT-000226,TRK-023,2024-11-20,dot_inspection,487.17,3.1,458214
MAINT-000227,TRK-024,2026-06-05,brake_inspection,160.28,3.8,631591
MAINT-000228,TRK-024,2025-04-01,pm_service,378.99,3.6,478551
MAINT-000229,TRK-024,2026-04-26,oil_change,356.97,3.7,402464
MAINT-000230,TRK-024,2026-06-18,oil_change,212.94,3.8,414343
MAINT-000231,TRK-024,2026-02-21,engine_repair,4310.71,12.6,444627
MAINT-000232,TRK-024,2026-06-19,tire_rotation,175.42,3.8,412526
MAINT-000233,TRK-024,2025-10-30,oil_change,489.78,3.9,605783
MAINT-000234,TRK-024,2025-05-31,pm_service,380.69,3.5,474434
MAINT-000235,TRK-024,2024-09-10,brake_inspection,458.93,3.9,505110
MAINT-000236,TRK-025,2026-02-18,tire_rotation,370.99,0.8,638751
MAINT-000237,TRK-025,2024-11-17,pm_service,305.48,1.8,484758
MAINT-000238,TRK-025,2025-11-26,pm_service,346.8,3.7,552000
MAINT-000239,TRK-025,2024-12-09,brake_inspection,176.61,2.1,525103
MAINT-000240,TRK-025,2026-01-29,tire_rotation,213.15,1.8,577813
MAINT-000241,TRK-025,2025-03-02,electrical_repair,3105.06,17.0,425185
MAINT-000242,TRK-025,2024-12-15,oil_change,221.95,1.0,412053
MAINT-000243,TRK-025,2026-03-08,turbo_replacement,3058.53,29.3,419602
MAINT-000244,TRK-025,2026-03-17,dot_inspection,399.69,1.8,445099
MAINT-000245,TRK-026,2024-12-09,oil_change,521.16,0.8,192193
MAINT-000246,TRK-026,2025-09-02,oil_change,498.65,1.1,185761
MAINT-000247,TRK-026,2025-12-27,suspension_repair,2701.55,9.8,226663
MAINT-000248,TRK-026,2025-09-05,engine_repair,1573.47,25.3,236374
MAINT-000249,TRK-026,2026-06-21,engine_repair,4172.82,12.4,167801
MAINT-000250,TRK-026,2025-12-30,transmission_repair,4055.93,13.2,227752
MAINT-000251,TRK-026,2024-12-06,aftertreatment_repair,1982.62,27.1,226382
MAINT-000252,TRK-026,2025-11-14,oil_change,409.31,3.9,136507
MAINT-000253,TRK-026,2025-10-11,dot_inspection,493.78,1.0,174898
MAINT-000254,TRK-026,2024-08-01,oil_change,254.98,2.1,229870
MAINT-000255,TRK-027,2025-06-30,tire_rotation,329.55,2.1,418864
MAINT-000256,TRK-027,2025-04-15,brake_inspection,444.06,0.8,362471
MAINT-000257,TRK-027,2025-02-10,turbo_replacement,4378.61,10.1,398018
MAINT-000258,TRK-027,2025-01-14,dot_inspection,275.96,0.7,338152
MAINT-000259,TRK-027,2025-09-23,oil_change,521.99,1.5,449647
MAINT-000260,TRK-027,2025-10-24,pm_service,517.33,0.6,296157
MAINT-000261,TRK-027,2025-09-09,oil_change,286.8,1.1,392766
MAINT-000262,TRK-027,2024-08-18,oil_change,369.85,3.0,425146
MAINT-000263,TRK-027,2025-10-21,transmission_repair,3496.36,11.5,420952
MAINT-000264,TRK-027,2025-10-30,pm_service,153.4,3.7,296845
MAINT-000265,TRK-027,2025-10-17,turbo_replacement,1706.09,23.0,364135
MAINT-000266,TRK-028,2026-06-05,brake_inspection,399.0,3.4,513233
MAINT-000267,TRK-028,2024-11-24,brake_inspection,160.85,2.2,398607
MAINT-000268,TRK-028,2024-08-26,pm_service,429.31,1.2,567305
MAINT-000269,TRK-028,2025-11-14,pm_service,167.07,2.5,595578
MAINT-000270,TRK-028,2024-08-25,brake_inspection,356.94,3.1,536389
MAINT-000271,TRK-028,2024-07-14,transmission_repair,2944.9,20.6,608363
MAINT-000272,TRK-029,2025-01-19,pm_service,489.93,2.4,609800
MAINT-000273,TRK-029,2026-01-09,transmission_repair,1199.42,22.7,394650
MAINT-000274,TRK-029,2024-12-07,tire_rotation,518.4,2.5,587675
MAINT-000275,TRK-029,2024-09-09,pm_service,546.38,2.7,375243
MAINT-000276,TRK-029,2026-03-14,tire_rotation,424.72,2.2,594783
MAINT-000277,TRK-029,2025-09-02,brake_inspection,175.06,3.3,483645
MAINT-000278,TRK-029,2025-04-21,electrical_repair,1016.69,5.7,589851
MAINT-000279,TRK-030,2026-02-14,cooling_system_repair,2467.84,20.8,397976
MAINT-000280,TRK-030,2025-04-02,dot_inspection,368.85,0.8,451585
MAINT-000281,TRK-030,2025-09-30,oil_change,421.81,2.6,416195
MAINT-000282,TRK-030,2024-08-04,oil_change,468.43,3.5,636014
MAINT-000283,TRK-030,2025-11-07,pm_service,438.84,2.1,632223
MAINT-000284,TRK-030,2025-01-18,oil_change,443.45,0.8,422514
MAINT-000285,TRK-030,2024-07-14,dot_inspection,288.92,1.0,584994
MAINT-000286,TRK-031,2024-12-06,pm_service,197.48,1.7,216036
MAINT-000287,TRK-031,2025-11-24,brake_inspection,338.89,2.9,256620
MAINT-000288,TRK-031,2025-06-10,cooling_system_repair,1272.78,29.5,280442
MAINT-000289,TRK-031,2025-06-20,oil_change,466.47,1.2,235464
MAINT-000290,TRK-031,2025-06-26,tire_rotation,539.73,1.3,282686
MAINT-000291,TRK-031,2025-11-20,oil_change,423.02,3.4,255156
MAINT-000292,TRK-031,2026-02-16,tire_rotation,437.93,3.4,180935
MAINT-000293,TRK-031,2026-04-03,pm_service,181.49,1.3,201835
MAINT-000294,TRK-031,2026-01-14,brake_inspection,366.29,3.9,266824
MAINT-000295,TRK-031,2024-12-18,dot_inspection,545.44,2.6,182616
MAINT-000296,TRK-031,2025-09-26,brake_inspection,409.26,0.7,251020
MAINT-000297,TRK-032,2024-08-31,oil_change,212.22,2.5,526237
MAINT-000298,TRK-032,2026-06-22,engine_repair,3637.44,6.5,471454
MAINT-000299,TRK-032,2025-03-25,turbo_replacement,2421.6,12.9,477301
MAINT-000300,TRK-032,2025-05-10,oil_change,448.81,3.8,442153
MAINT-000301,TRK-032,2024-08-24,brake_inspection,395.56,1.4,425360
MAINT-000302,TRK-032,2025-12-04,pm_service,285.71,0.7,386588
MAINT-000303,TRK-032,2024-08-17,pm_service,214.46,1.1,382498
MAINT-000304,TRK-032,2025-06-10,brake_inspection,242.0,3.7,436872
MAINT-000305,TRK-032,2025-05-30,transmission_repair,2225.32,26.0,478735
MAINT-000306,TRK-032,2025-08-31,pm_service,165.41,3.4,461133
MAINT-000307,TRK-033,2025-07-07,dot_inspection,257.66,3.5,463455
MAINT-000308,TRK-033,2026-06-23,pm_service,270.58,3.5,405986
MAINT-000309,TRK-033,2025-02-08,pm_service,161.2,2.6,421175
MAINT-000310,TRK-033,2024-11-29,oil_change,356.91,2.1,501519
MAINT-000311,TRK-033,2025-02-19,dot_inspection,181.33,3.1,375983
MAINT-000312,TRK-033,2026-03-26,cooling_system_repair,2610.97,29.4,475649
MAINT-000313,TRK-033,2025-03-23,brake_inspection,288.28,1.7,536868
MAINT-000314,TRK-033,2024-08-03,oil_change,321.61,1.0,469505
MAINT-000315,TRK-033,2024-07-17,oil_change,413.98,0.6,555435
MAINT-000316,TRK-033,2024-08-21,tire_rotation,426.94,3.0,371686
MAINT-000317,TRK-034,2026-01-13,dot_inspection,454.41,2.1,468964
MAINT-000318,TRK-034,2024-10-01,tire_rotation,214.01,3.9,507450
MAINT-000319,TRK-034,2026-03-01,engine_repair,3355.92,9.0,415646
MAINT-000320,TRK-034,2025-10-24,oil_change,164.15,2.9,398661
MAINT-000321,TRK-034,2026-02-03,transmission_repair,1961.07,21.8,408403
MAINT-000322,TRK-034,2025-04-24,tire_rotation,392.22,2.4,602452
MAINT-000323,TRK-034,2025-09-09,brake_inspection,289.45,2.5,400346
MAINT-000324,TRK-034,2025-01-27,electrical_repair,4495.52,14.7,527105
MAINT-000325,TRK-035,2024-10-05,oil_change,301.43,2.6,467184
MAINT-000326,TRK-035,2026-03-02,pm_service,214.79,1.2,567452
MAINT-000327,TRK-035,2026-06-25,oil_change,412.8,1.3,360538
MAINT-000328,TRK-035,2025-08-02,aftertreatment_repair,1670.16,28.2,518253
MAINT-000329,TRK-035,2025-06-24,oil_change,530.05,3.0,494870
MAINT-000330,TRK-035,2026-01-06,pm_service,202.53,1.0,369985
MAINT-000331,TRK-035,2026-03-28,brake_inspection,166.65,1.4,477057
MAINT-000332,TRK-036,2024-09-19,dot_inspection,328.61,3.8,246927
MAINT-000333,TRK-036,2024-08-28,brake_inspection,157.49,2.3,183509
MAINT-000334,TRK-036,2025-01-16,oil_change,516.8,3.5,196324
MAINT-000335,TRK-036,2025-06-15,pm_service,498.93,0.5,199477
MAINT-000336,TRK-036,2025-05-12,brake_inspection,203.02,2.2,232211
MAINT-000337,TRK-036,2026-04-05,brake_inspection,292.9,2.5,146126
MAINT-000338,TRK-036,2026-05-24,pm_service,303.96,1.0,195061
MAINT-000339,TRK-036,2025-07-07,oil_change,299.71,3.2,189001
MAINT-000340,TRK-036,2025-11-24,aftertreatment_repair,3192.81,20.6,231263
MAINT-000341,TRK-036,2024-08-07,tire_rotation,314.19,2.7,200898
MAINT-000342,TRK-036,2025-05-17,cooling_system_repair,3928.08,17.5,186331
MAINT-000343,TRK-037,2025-12-19,brake_inspection,479.77,3.3,394510
MAINT-000344,TRK-037,2024-07-07,oil_change,318.66,2.2,628146
MAINT-000345,TRK-037,2026-06-26,turbo_replacement,2838.86,18.9,552283
MAINT-000346,TRK-037,2024-11-10,tire_rotation,389.6,1.9,623149
MAINT-000347,TRK-037,2026-02-26,engine_repair,1387.05,21.0,626501
MAINT-000348,TRK-037,2025-10-14,tire_rotation,440.27,2.9,557809
MAINT-000349,TRK-037,2025-05-03,pm_service,397.48,2.7,608210
MAINT-000350,TRK-037,2026-03-29,oil_change,165.59,1.5,580610
MAINT-000351,TRK-037,2026-03-06,electrical_repair,2043.55,22.6,444029
MAINT-000352,TRK-038,2025-08-25,dot_inspection,484.06,2.1,358722
MAINT-000353,TRK-038,2025-02-01,turbo_replacement,3077.51,4.5,493672
MAINT-000354,TRK-038,2024-11-11,tire_rotation,549.86,3.3,631083
MAINT-000355,TRK-038,2025-04-04,oil_change,428.16,3.8,375442
MAINT-000356,TRK-038,2025-11-27,turbo_replacement,4010.71,9.2,487521
MAINT-000357,TRK-038,2025-05-19,tire_rotation,426.61,1.6,533446
MAINT-000358,TRK-038,2026-01-12,brake_inspection,264.01,1.0,563641
MAINT-000359,TRK-038,2025-07-22,brake_inspection,360.89,3.4,586271
MAINT-000360,TRK-038,2026-01-08,tire_rotation,504.16,2.1,435182
MAINT-000361,TRK-038,2026-02-20,transmission_repair,2739.34,9.4,530046
